mode,trial,x0trial,ok_run,pre_max,post_max,mse,wall_s,err,Gamma_p,Gamma_n,K_e,R0,sDn,sDp,sDe,gn,gp,ge
locked,18,0,1,2.0640054082095602,0.0005260949356724609,5.5843685812611445e-09,141.73985505104065,,1191351593542.58,1.0203850380788082e-09,0.1027201366596648,7.704682836694126e-07,0.7621893633694554,1.6977176244893664,0.5344155969658022,1.571950703507484,0.7384304618616325,1.7228139967585876
