mode,trial,x0trial,ok_run,pre_max,post_max,mse,wall_s,err,Gamma_p,Gamma_n,K_e,R0,sDn,sDp,sDe,gn,gp,ge
locked,7,0,1,2.1983461898141314,0.00012327907725051546,1.2437596169191507e-09,149.14227604866028,,456003878573.9492,1.024205717112491e-09,0.0636683435460493,8.50142371323491e-07,0.828620584069782,2.297611870943728,0.6658451555757453,0.900956158915618,0.6195038868758438,0.7450191735482823
