mode,trial,x0trial,ok_run,pre_max,post_max,mse,wall_s,err,Gamma_p,Gamma_n,K_e,R0,sDn,sDp,sDe,gn,gp,ge,xn0,xp0
free,3,0,1,0.0019358936126785409,0.000184963226152135,1.6665119558830886e-08,11.397556066513062,,993928616743.2393,7.936249954515757e-10,0.046171139703968606,9.043374847625334e-07,0.972283999744996,0.9475970789497401,1.002852999328804,0.5022374017739988,1.4083251881872516,0.9121799277724983,0.4021053714460958,0.5150661643592273
free,8,1,1,0.2604851553400316,0.00015500991556649524,1.9340712592864163e-08,12.62534236907959,,129649994308.10669,8.012394271097501e-11,0.045818753462161785,2.1608370525682696e-06,1.0381794584474864,0.9612721956789839,1.0130562596022505,0.9983435855288342,0.9496401642441445,0.9629172174400474,0.2162584011509734,0.22447809401387964
free,8,0,1,0.26306704249396873,0.00021980767340501473,2.2308425199714805e-08,10.533829927444458,,129649941661.84653,7.824592586659262e-11,0.0458053203807017,2.1608421149230412e-06,1.0945717575868696,0.9537165248013588,1.0136172727602797,0.9441866539211082,0.9506379105218261,0.9626348747838884,0.26721693057621404,0.28143072369601674
free,0,4,1,0.2528896892072936,0.0003084611162424977,2.4970225163730357e-08,10.785780906677246,,738567346308.7291,9.7115011419874e-11,0.04623258703848507,1.021709334274243e-06,1.0905727777240366,1.048412292676021,1.0481855890360885,0.9886658520536202,1.0443525471900883,1.051180337039861,0.31974070148364625,0.43041849907789254
free,5,3,1,0.04089432253139691,0.00025980409270509597,2.5267253612308066e-08,12.058110475540161,,693737492479.4335,6.28094115345835e-10,0.04226474390574281,1.0382981554941534e-06,0.9935685522944286,0.930265184893282,1.0084481106531755,0.35828008182174864,1.2043470858847738,1.065425307499682,0.4031641979013003,0.4937207168585683
free,1,4,1,0.28538942518821386,0.0002006936049383512,3.177457914319894e-08,11.171470642089844,,157209905946.46066,7.889482767962577e-11,0.05356771015960061,1.9787734886734932e-06,0.9360294650933932,0.9585237637611324,1.0893581300160426,1.0064251019017907,1.0318328158900203,0.8853416878904979,0.23310971660853463,0.2860820063976645
free,1,2,1,0.2512121442028583,0.0002844451242296486,4.64798799240287e-08,11.076434135437012,,157212332662.74466,1.0834650276668949e-10,0.05356677051717835,1.9787031666573595e-06,0.9894827070606945,0.9534817277560617,1.089614505835531,0.9190395198120528,1.066652011180948,0.8853276119876652,0.32287534636248044,0.4581481005325863
free,9,4,1,0.41602992929406213,0.0002493823356815028,5.284727661484525e-08,13.457677125930786,,674251166899.2137,4.968509656413968e-08,0.0392617739195687,1.0187947042215982e-06,1.0086992249764175,1.1118085335411534,1.0355368080744496,1.1230972198315654,0.8701044813709027,1.0139201384351677,0.319262965878422,0.7166736345881738
free,7,0,1,0.26584804760173064,0.00047112823168404816,5.698904948960505e-08,10.634181261062622,,729599658299.3729,8.997009208016926e-11,0.042259103263954365,9.266171673888448e-07,0.9869511688445494,1.0434424399746498,0.931407419287273,0.9868662029207645,1.0862318286215868,0.9586844142072349,0.32272918413738216,0.300583050890696
free,6,2,1,0.2584404029352818,0.0004059728895065007,9.429540807777606e-08,10.604894638061523,,311087694.530836,1.1224012016585995e-10,0.08918296754752447,5.2494131070045424e-05,1.0195117665253886,0.9610406534591212,1.0435254416873667,0.7377344585608965,0.9533874339822053,1.0228456892640363,0.09327513830229184,0.23669533958627725
free,8,3,1,0.02023670481342066,0.0006133700420782873,9.789112739521725e-08,10.364309787750244,,672453461470.5566,1.05704060739283e-09,0.0399276705070853,9.318516334753092e-07,1.0415221153422614,1.069011177932101,0.9529297383003656,1.0293437626617028,0.3453682817187157,1.0206974064317442,0.2803284546424034,0.5818125665888704
free,9,3,1,0.38629826710547377,0.0005436407785559538,1.8303143790052545e-07,10.618143081665039,,636915973606.9423,3.770592985779848e-08,0.03952690799872822,1.0486439561221288e-06,1.0059900961934487,1.116893102908394,1.0353200788003973,1.1682109916522818,0.8146021323993379,1.0138494416921768,0.3340431409804458,0.6848003341305083
free,2,4,1,0.10048848610667171,0.0008524387099591024,1.9018243556741738e-07,10.268192291259766,,891756019422.0486,3.925825350923246e-10,0.04083561962911765,7.244643027465017e-07,1.1081527066196122,1.0308818862820872,0.9655950314395866,0.3817032302292835,0.9768997293808789,0.9956513627629383,0.4024623497720235,0.21852731274808823
free,2,2,1,0.5155368723777976,0.0008138787546840831,1.9165192837439675e-07,10.134286642074585,,1170838303284.4937,1.1467945257045883e-07,0.04218699639467166,5.946382190528156e-07,1.007550885120069,1.0610363605708995,0.9044875797998948,0.7096369086158574,1.0459021787438427,1.0616285789643523,0.430506205943115,0.6198659593467047
