Loop,1
Step,1
Setting
(14:24:40.068),CH1,=,4,V,0.045,A
Reading
(14:24:40.615),[0.5468357],CH1,=,1.149,V,0.046,A
(14:24:40.850),[0.7812108],CH1,=,1.223,V,0.046,A
(14:24:41.084),[1.0155508],CH1,=,1.296,V,0.046,A
(14:24:41.318),[1.2499085],CH1,=,1.366,V,0.046,A
(14:24:41.553),[1.4842831],CH1,=,1.43,V,0.046,A
(14:24:41.787),[1.7186427],CH1,=,1.486,V,0.046,A
(14:24:42.021),[1.9529807],CH1,=,1.511,V,0.046,A
(14:24:42.256),[2.1873382],CH1,=,1.517,V,0.046,A
(14:24:42.490),[2.4216959],CH1,=,1.519,V,0.046,A
(14:24:42.725),[2.6560539],CH1,=,1.521,V,0.046,A
(14:24:42.959),[2.8904113],CH1,=,1.522,V,0.046,A
(14:24:43.193),[3.124769],CH1,=,1.522,V,0.046,A
(14:24:43.428),[3.3591284],CH1,=,1.523,V,0.046,A
(14:24:43.658),[3.589961],CH1,=,1.523,V,0.046,A
(14:24:43.893),[3.8243374],CH1,=,1.524,V,0.046,A
(14:24:44.127),[4.0586953],CH1,=,1.524,V,0.046,A
(14:24:44.362),[4.2930524],CH1,=,1.524,V,0.046,A
(14:24:44.596),[4.5273929],CH1,=,1.525,V,0.046,A
(14:24:44.830),[4.7617687],CH1,=,1.525,V,0.046,A
(14:24:45.065),[4.996108],CH1,=,1.525,V,0.046,A
(14:24:45.299),[5.2304663],CH1,=,1.525,V,0.046,A
(14:24:45.533),[5.464823],CH1,=,1.525,V,0.046,A
(14:24:45.768),[5.6991807],CH1,=,1.526,V,0.046,A
(14:24:46.002),[5.9335407],CH1,=,1.526,V,0.046,A
(14:24:46.240),[6.1715783],CH1,=,1.526,V,0.046,A
(14:24:46.477),[6.4082832],CH1,=,1.526,V,0.046,A
(14:24:46.713),[6.6445427],CH1,=,1.526,V,0.046,A
(14:24:46.947),[6.8788821],CH1,=,1.526,V,0.046,A
(14:24:47.182),[7.1132578],CH1,=,1.526,V,0.046,A
(14:24:47.416),[7.3475981],CH1,=,1.527,V,0.046,A
(14:24:47.651),[7.58242],CH1,=,1.527,V,0.046,A
(14:24:47.891),[7.8228262],CH1,=,1.527,V,0.046,A
(14:24:48.126),[8.057183],CH1,=,1.527,V,0.046,A
(14:24:48.358),[8.2892509],CH1,=,1.527,V,0.046,A
(14:24:48.592),[8.5236074],CH1,=,1.527,V,0.046,A
(14:24:48.826),[8.7579476],CH1,=,1.527,V,0.046,A
(14:24:49.061),[8.9923057],CH1,=,1.527,V,0.046,A
(14:24:49.302),[9.2334706],CH1,=,1.527,V,0.046,A
(14:24:49.532),[9.4636874],CH1,=,1.527,V,0.046,A
(14:24:49.767),[9.6980462],CH1,=,1.528,V,0.046,A
(14:24:50.001),[9.932403],CH1,=,1.527,V,0.046,A
(14:24:50.235),[10.1664085],CH1,=,1.528,V,0.046,A
(14:24:50.474),[10.4059899],CH1,=,1.528,V,0.046,A
(14:24:50.704),[10.6352132],CH1,=,1.528,V,0.046,A
(14:24:50.938),[10.8695511],CH1,=,1.528,V,0.046,A
(14:24:51.172),[11.1039086],CH1,=,1.528,V,0.046,A
(14:24:51.407),[11.3382663],CH1,=,1.528,V,0.046,A
(14:24:51.641),[11.5726238],CH1,=,1.528,V,0.046,A
(14:24:51.875),[11.8069815],CH1,=,1.528,V,0.046,A
(14:24:52.110),[12.0413394],CH1,=,1.529,V,0.046,A
(14:24:52.344),[12.2756973],CH1,=,1.528,V,0.046,A
(14:24:52.577),[12.508686],CH1,=,1.529,V,0.046,A
(14:24:52.812),[12.7430438],CH1,=,1.529,V,0.046,A
(14:24:53.046),[12.9774018],CH1,=,1.529,V,0.046,A
(14:24:53.280),[13.2117595],CH1,=,1.529,V,0.046,A
(14:24:53.515),[13.4461173],CH1,=,1.529,V,0.046,A
(14:24:53.749),[13.6804746],CH1,=,1.529,V,0.046,A
(14:24:53.983),[13.9148321],CH1,=,1.529,V,0.046,A
(14:24:54.218),[14.1491898],CH1,=,1.529,V,0.046,A
(14:24:54.452),[14.383549],CH1,=,1.529,V,0.046,A
(14:24:54.686),[14.6179055],CH1,=,1.529,V,0.046,A
(14:24:54.921),[14.8522633],CH1,=,1.529,V,0.046,A
(14:24:55.155),[15.086621],CH1,=,1.529,V,0.046,A
(14:24:55.389),[15.3209783],CH1,=,1.529,V,0.046,A
(14:24:55.624),[15.5553361],CH1,=,1.529,V,0.046,A
(14:24:55.858),[15.7896951],CH1,=,1.529,V,0.046,A
(14:24:56.111),[16.042547],CH1,=,1.529,V,0.046,A
(14:24:56.351),[16.2829413],CH1,=,1.529,V,0.046,A
(14:24:56.580),[16.5113101],CH1,=,1.529,V,0.046,A
(14:24:56.819),[16.7506131],CH1,=,1.529,V,0.046,A
(14:24:57.053),[16.9849708],CH1,=,1.529,V,0.046,A
(14:24:57.290),[17.2215911],CH1,=,1.529,V,0.046,A
(14:24:57.524),[17.4559478],CH1,=,1.529,V,0.046,A
(14:24:57.759),[17.690324],CH1,=,1.529,V,0.046,A
(14:24:57.993),[17.9246633],CH1,=,1.529,V,0.046,A
(14:24:58.227),[18.1590217],CH1,=,1.529,V,0.046,A
(14:24:58.462),[18.3933794],CH1,=,1.529,V,0.046,A
(14:24:58.696),[18.6277365],CH1,=,1.53,V,0.046,A
(14:24:58.931),[18.8620939],CH1,=,1.53,V,0.046,A
(14:24:59.165),[19.096452],CH1,=,1.53,V,0.046,A
(14:24:59.399),[19.3308281],CH1,=,1.53,V,0.046,A
(14:24:59.634),[19.5651675],CH1,=,1.53,V,0.046,A
(14:24:59.868),[19.7995254],CH1,=,1.53,V,0.046,A
(14:25:00.102),[20.0338824],CH1,=,1.53,V,0.046,A
(14:25:00.337),[20.2682428],CH1,=,1.53,V,0.046,A
(14:25:00.571),[20.5026158],CH1,=,1.53,V,0.046,A
(14:25:00.805),[20.7369554],CH1,=,1.53,V,0.046,A
(14:25:01.040),[20.9713139],CH1,=,1.53,V,0.046,A
