mode,trial,x0trial,ok_run,pre_max,post_max,mse,wall_s,err,Gamma_p,Gamma_n,K_e,R0,sDn,sDp,sDe,gn,gp,ge
locked,28,0,1,2.1308034687055386,0.0001679383150534619,6.214559975353679e-10,25.329297304153442,,964370074834.6459,1.0237694958274606e-09,0.05627894583380376,6.317764041443127e-07,0.7882161233061705,1.3304482630504952,0.7819757712481654,1.3438539154664038,0.7724738674918588,1.3260306592626077
