trial,x0trial,ok_run,pre_max,post_max,mse,wall_s,err,xn0,xp0,Gamma_p,Gamma_n,K_e,R0,V0,sDn,sDp,sDe,gn,gp,ge
48,10,1,0.8792068193236693,0.13839936809391507,0.0010470150418273347,460.1534504890442,,0.11502440498647008,0.4674530255090317,0.7618292631280876,1.3517365880764647,79.48083246596156,1.6840958558669967e-05,-4.926638441883994,1.0592588109811567,0.0008275014331267859,1.0362118664371451,0.9331187477611778,3235.0476130062175,0.9227326043549362
48,0,1,0.8816008151366956,0.13790801327780233,0.0010875751759996742,462.41056537628174,,0.12696325944969922,0.4777993973421775,0.26945317446518136,1.0837167835444803,58.314548705991356,0.04791823546001233,-4.924007700995183,1.0291103673018784,0.0018914055727471473,0.9131547013101339,0.9272628057795451,3095.9530245323053,0.9770392483008635
48,2,1,1.0853244462198433,0.23470626049106524,0.00825044566664319,404.20682668685913,,0.3639812844829048,0.6521645121692877,0.8255849147310391,1.2285248958400201,162.71872366200887,5.320855387547934e-06,-4.8164246211930335,5.379030317088937,5.26825638971653e-05,0.9075050333751646,0.0005693789801445525,1313.6558325528106,1.036044021470306
48,11,1,1.1159689078672748,0.2664197214918511,0.010691496080084557,396.6344747543335,,0.30594762305050394,0.8201078617030081,0.9154903794480843,1.1105549059408895,89.14384355979709,0.0011087901127029842,-4.819133719548833,0.17258897458386846,0.1683166142891754,0.8107009945564926,1.3046928880017028,1478.044565368702,1.0441199879454521
48,1,1,0.9178172138883882,0.2661897696054316,0.01070456099026645,460.5834951400757,,0.38910319195930854,0.21168305020705375,0.8747876659326375,1.180061161425286,37.977601765088146,0.002666962119382156,-5.0177559014016255,0.4505002428932114,0.9943066120638483,1.2948618468245345,1.0380452028542026e-18,1.0215220024982552,0.9302335635961477
48,4,1,0.8805539190231269,0.266967058882547,0.010734814017573497,433.1012086868286,,0.32442640980987036,0.06873504626737346,0.9612480039741559,1.0661116167744742,59.12815170326434,0.07869763109819589,-5.055845019540476,0.38047037519659915,1.0064102255833565,0.7921249903465424,0.3055756812888737,0.9715410204688263,0.9817886084645232
48,7,1,1.9024802138111703,0.26693103499178017,0.01073643823007039,536.991685628891,,0.6850491866036869,0.846784999130248,0.9819123290285807,1.018767674639619,44.177122645930226,0.131476773313245,-4.034129403162082,1.9491492572829343,0.6399356032320643,4.234549879241547,0.011237563429893745,7.369235622879139,1.0189306505673386
48,15,1,0.8766565251430114,0.2669391354700146,0.01073678023890759,397.31733441352844,,0.30400851266657286,0.15815462786699,0.8631642769085446,1.18508674009985,45.37485770428535,0.002006925909077843,-5.0588635000932145,0.2543814349483892,1.0022954632746162,0.6328176859910949,0.005242211039803803,0.9875129002899934,0.9413938271849401
48,12,1,1.9100732883051266,0.2669425345354095,0.010737230505347766,356.49555492401123,,0.8657663352972429,0.8411547901821295,0.9566334175671972,1.073886696805408,44.81821921004786,0.0002850382143426924,-4.025377059315693,0.9560786183319228,1.034989986506507,0.8762624928399708,1.0111067218173753,1.520706731095582,1.0834262250595594
48,8,1,0.8711325398385856,0.2669071448853879,0.010737389898606182,516.4858906269073,,0.18796093165853134,0.27579549340787457,0.9844985458701986,1.0238729586052406,31.54224520110891,0.4801660002447192,-5.068925791598475,1.155906995367107,0.9319906773046052,2.415389846512757,0.45320612785291947,1.3461476278934916,0.9706850055445813
48,14,1,1.6900978418771855,0.7753751400504076,0.01514061072975864,372.4900875091553,,0.580561429360508,0.5956987876376404,0.8062049480974343,1.1260661489014416,4.765186868045399,4.065179831672453e-06,-4.151527933963524,0.09627296940050478,6.382295980651403e-14,0.7626527728204943,33.185296197356635,1953.6517758782963,1.2111753284799385
