mode,trial,x0trial,ok_run,pre_max,post_max,mse,wall_s,err,xn0,xp0,Gamma_p,Gamma_n,K_e,R0,sDn,sDp,sDe,gn,gp,ge
free,8,1,1,0.46601817521593425,0.0006572187206437263,3.2738954028301135e-09,28.75446915626526,,0.3239995952317689,0.8332963176318428,4.839320930133645,1.3008191999549097e-07,0.7525206772615636,0.011574373786810732,1.1805253588169529,1.006987227414021,1.25729375494805,0.024200415173582453,1.1255552876423758,0.8935147758812838
free,8,3,1,1.4149377422701708,0.0009930537084805735,1.4372746026392338e-08,27.872105836868286,,0.5350973541656019,0.41889596738107726,27250.899597267166,0.0005704945855696216,0.36050095899541235,0.003943447198841289,0.3829419135181861,1.135745793452781,0.9177535255284887,0.02575731762007533,0.8764952417401477,1.1148277350399822
free,8,6,1,0.8102163093323682,0.0011372452624200946,2.5643204435739634e-08,28.379311084747314,,0.43506335080814834,0.7466770840178972,220.45264396352277,2.200033122932057e-06,0.5720987859698472,0.0048318386866468555,1.1890212550124988,0.983270463976684,1.0619482812373062,0.17394111645009797,2.423807650022667,1.036579531200761
free,8,11,1,0.43033343199808627,0.0015367537649559893,2.7119700265094453e-08,27.987847805023193,,0.13676801172885897,0.7101172995555354,628.9682111133807,8.731838252962643e-08,0.5503707056931562,0.010254061764196416,1.1229009835796329,1.2777822747035061,0.8521611869818533,0.4667586527277107,0.15141783524518623,1.1232211887994552
free,8,4,1,0.4834105258819612,0.0020094260603134018,2.7894001579351393e-08,27.91194438934326,,0.09705579993920829,0.7945119810260777,0.7828361330715571,1.3563804176105148e-07,1.0498219015721721,0.01116231377956664,1.0530896551594724,1.010733629153257,0.9640641490155816,0.5326114151028913,0.8633223903228674,1.021329881780731
free,8,14,1,1.7122571784501943,0.0008276909892206419,5.113699358724089e-08,28.733693599700928,,0.5062477875092264,0.7593595455882639,33421.714293613564,0.009028133166712648,0.3286573467154272,0.003969153636819573,1.061741758684059,1.0902482924779742,1.047680272179207,0.042005882378540846,1.421613027095715,1.0392552213810835
free,8,13,1,0.546191358031086,0.0014243184513400564,5.685922444123791e-08,27.844715356826782,,0.3855221528126654,0.7457475807015312,22670.508730482557,1.902876688520381e-07,0.3755510624131824,0.004799341610725831,0.7644933676030483,1.2232561093570447,0.8513698877229459,0.2790659869280212,0.3536808425762887,1.1387216624719645
free,8,9,1,0.01844397996918623,0.0024012072031531773,5.759575293464691e-08,31.85024857521057,,0.05423320742401432,0.5572862869255761,1.8261817385623953,1.1526646354638158e-09,1.0116780402321863,0.007814490760815456,1.1183414233567404,1.189102969741271,0.9111054310431125,0.18162824905505048,0.2008750568840017,1.0810317622467251
free,8,5,1,0.34323702553262336,0.0006681940861170688,6.430536779938568e-08,134.59354376792908,,0.4587645176690803,0.09430321176079456,47450.37009129876,2.613966662666621e-08,0.28117487352253806,0.00286834175886811,1.3108350749943045,1.0157878929382826,1.3189213270612297,0.08150463376545733,0.9151826179654025,0.9232998449156845
free,8,8,1,1.713555169417825,0.0010263035022255451,6.456395880783896e-08,27.981308937072754,,0.5642371930333036,0.36366467700451705,19128.85294182477,0.009296062498702925,0.34802679042681917,0.004286519848405309,1.1630766890667181,1.1221656191701983,1.0635065614578942,0.12148203600402402,0.9520327017139694,1.034326111609532
free,8,7,1,1.5633557996842278,0.001002383639793436,6.887271416477171e-08,27.477790355682373,,0.49582099438339217,0.7918625218935259,7731.697009049705,0.0021286683864280434,0.3911886887208299,0.00295224921199205,3.486593216221079,1.072989405818595,1.105625910003617,0.07807635249422802,1.399871318931098,1.051174574982442
free,8,12,1,0.26777202897555163,0.004441542827132494,1.4031471419711607e-07,31.04219341278076,,0.24365514126662435,0.13395356904621186,0.47091799505788956,1.443173801855436e-10,1.3676220514555244,0.015277475701548146,1.0090850174307766,0.9999825151275885,0.7993450319396445,1.0043945657082067,0.9964436157808182,1.2577886815654011
