control/mA,Ewe/V
-0.08,-6.635081
-0.08,-6.691184
-0.08,-6.7443867
-0.08,-6.7983527
-0.08,-6.8521085
-0.08,-6.903384
-0.08,-6.955976
-0.08,-7.008148
-0.08,-7.05908
-0.08,-7.0887537
0.08,-5.9951015
0.08,-4.9013395
0.08,-3.8932183
0.08,-2.8915608
0.08,-1.8914737
0.08,-0.89143384
0.08,0.10863429
0.08,0.52933806
0.08,0.8027553
0.08,0.94486433
0.08,1.0346104
0.08,1.1216085
0.08,1.209141
0.08,1.3029134
0.08,1.4084219
0.08,1.533967
0.08,1.7015706
0.08,1.9045726
0.08,2.092404
0.08,2.2400064
0.08,2.3655708
0.08,2.4904861
0.08,2.6328433
0.08,2.79705
0.08,2.9782596
0.08,3.165003
0.08,3.3600476
0.08,3.5503979
0.08,3.7371795
0.08,3.9064813
0.08,4.062483
0.08,4.2180347
0.08,4.3748565
0.08,4.5261445
0.08,4.6715736
0.08,4.792253
0.08,4.8911777
0.08,4.975886
0.08,5.04632
0.08,5.1140637
0.08,5.1753
0.08,5.232491
0.08,5.286743
0.08,5.336435
0.08,5.3838363
0.08,5.4267535
0.08,5.4648423
0.08,5.4996305
0.08,5.528369
0.08,5.552356
0.08,5.5742435
0.08,5.5919905
0.08,5.609413
0.08,5.625519
0.08,5.639545
0.08,5.651796
0.08,5.663341
0.08,5.67355
0.08,5.6823664
0.08,5.6909156
0.08,5.698243
0.08,5.705399
0.08,5.7119064
0.08,5.718433
0.08,5.724749
0.08,5.728661
