control/mA,Ewe/V
-0.04,-2.4544232
-0.04,-2.4727426
-0.04,-2.491749
-0.04,-2.508828
-0.04,-2.5269947
-0.04,-2.5431387
-0.04,-2.5604277
-0.04,-2.5776784
-0.04,-2.5938225
-0.04,-2.6035547
0.04,-1.9259758
0.04,-0.92587817
0.04,0.04228367
0.04,0.3613338
0.04,0.53281116
0.04,0.64049494
0.04,0.71810436
0.04,0.78617245
0.04,0.8553091
0.04,0.91946524
0.04,0.97419447
0.04,1.0217677
0.04,1.0705432
0.04,1.1205018
0.04,1.1745249
0.04,1.2380322
0.04,1.3080467
0.04,1.3840532
0.04,1.4697919
0.04,1.5641369
0.04,1.670752
0.04,1.7799624
0.04,1.8821695
0.04,1.9684234
0.04,2.037064
0.04,2.0884538
0.04,2.1328592
0.04,2.1716354
0.04,2.2061727
0.04,2.2449489
0.04,2.2759964
0.04,2.3188562
0.04,2.3619068
0.04,2.406732
0.04,2.4549541
0.04,2.503844
0.04,2.5549285
0.04,2.6070244
0.04,2.660475
0.04,2.7161965
0.04,2.775086
0.04,2.8362079
0.04,2.8979404
0.04,2.9591196
0.04,3.0192876
0.04,3.0764976
0.04,3.1308641
0.04,3.1837995
0.04,3.2327278
0.04,3.285644
0.04,3.3362896
0.04,3.3833477
0.04,3.4316652
0.04,3.4774828
0.04,3.5205142
0.04,3.5627444
0.04,3.6043065
0.04,3.6424336
0.04,3.6783473
0.04,3.71636
0.04,3.7505565
0.04,3.7784553
