control/mA,Ewe/V
-0.02,-2.072152
-0.02,-2.1152027
-0.02,-2.1549137
-0.02,-2.1915145
-0.02,-2.2281785
-0.02,-2.2610006
-0.02,-2.2901018
-0.02,-2.3234966
-0.02,-2.3501742
-0.02,-2.364868
0.02,-1.6479999
0.02,-0.64795744
0.02,0.35209775
0.02,0.4558887
0.02,0.50418705
0.02,0.5338416
0.02,0.5583057
0.02,0.58162475
0.02,0.6051919
0.02,0.6293506
0.02,0.655265
0.02,0.68236244
0.02,0.71106285
0.02,0.7400877
0.02,0.7683873
0.02,0.7956947
0.02,0.8206549
0.02,0.84370685
0.02,0.8656901
0.02,0.8879978
0.02,0.9105918
0.02,0.93368185
0.02,0.9583749
0.02,0.9848999
0.02,1.0150506
0.02,1.0446479
0.02,1.0784816
0.02,1.11388
0.02,1.1524271
0.02,1.1924818
0.02,1.2349026
0.02,1.2789646
0.02,1.3270149
0.02,1.3776033
0.02,1.4313593
0.02,1.4892181
0.02,1.5504354
0.02,1.612836
0.02,1.6780989
0.02,1.7502888
0.02,1.8203796
0.02,1.8959472
0.02,1.9707706
0.02,2.0428078
0.02,2.113681
0.02,2.1787531
0.02,2.2367432
0.02,2.2963386
0.02,2.3503618
0.02,2.3986983
0.02,2.4524162
0.02,2.50247
0.02,2.5517035
0.02,2.5978456
0.02,2.6439495
0.02,2.6892328
0.02,2.729879
0.02,2.7740173
0.02,2.8181937
0.02,2.8607483
0.02,2.902501
0.02,2.9418306
0.02,2.9432237
