control/mA,Ewe/V
-0.08,-6.5551624
-0.08,-6.6130977
-0.08,-6.6730175
-0.08,-6.7288914
-0.08,-6.7819986
-0.08,-6.8287897
-0.08,-6.874932
-0.08,-6.9217606
-0.08,-6.9683414
-0.08,-6.9969463
0.08,-5.8997173
0.08,-4.857735
0.08,-3.8385463
0.08,-2.8372705
0.08,-1.8371834
0.08,-0.8371817
0.08,0.13174348
0.08,0.54807734
0.08,0.8060757
0.08,0.9351703
0.08,1.0273018
0.08,1.117334
0.08,1.2106295
0.08,1.309039
0.08,1.4204057
0.08,1.5540802
0.08,1.7338395
0.08,1.940677
0.08,2.1243865
0.08,2.2668748
0.08,2.3867145
0.08,2.5198736
0.08,2.671772
0.08,2.847066
0.08,3.0308516
0.08,3.219408
0.08,3.4162652
0.08,3.6098785
0.08,3.7895234
0.08,3.953902
0.08,4.1122313
0.08,4.270684
0.08,4.4332685
0.08,4.586083
0.08,4.7234025
0.08,4.834044
0.08,4.9314613
0.08,5.011666
0.08,5.081375
0.08,5.1444626
0.08,5.2043443
0.08,5.2593217
0.08,5.310921
0.08,5.360002
0.08,5.407537
0.08,5.4517326
0.08,5.490318
0.08,5.5248575
0.08,5.5547795
0.08,5.5790715
0.08,5.6005206
0.08,5.620176
0.08,5.635881
0.08,5.6498303
0.08,5.6637607
0.08,5.6770425
0.08,5.6883583
0.08,5.6996937
0.08,5.709273
0.08,5.7186236
0.08,5.7267337
0.08,5.7290998
0.08,5.7387176
0.08,5.7465987
0.08,5.7508545
0.08,5.754556
