control/mA,Ewe/V
-0.04,-4.054757
-0.04,-4.1381297
-0.04,-4.212753
-0.04,-4.272787
-0.04,-4.3243103
-0.04,-4.369804
-0.04,-4.4101257
-0.04,-4.44436
-0.04,-4.4749494
-0.04,-4.5024858
0.04,-3.8155391
0.04,-2.81523
0.04,-1.8151809
0.04,-0.8151602
0.04,0.18490793
0.04,0.7169212
0.04,0.84084445
0.04,0.92366344
0.04,1.003143
0.04,1.0896832
0.04,1.1775591
0.04,1.2684119
0.04,1.3661155
0.04,1.4775203
0.04,1.6047258
0.04,1.7449266
0.04,1.8821504
0.04,1.9888037
0.04,2.0618334
0.04,2.113185
0.04,2.1538885
0.04,2.191195
0.04,2.2275643
0.04,2.2623713
0.04,2.297827
0.04,2.3322332
0.04,2.3687193
0.04,2.4073617
0.04,2.4497254
0.04,2.4956386
0.04,2.5463605
0.04,2.601433
0.04,2.6624978
0.04,2.7298026
0.04,2.8004277
0.04,2.8710911
0.04,2.9514103
0.04,3.033714
0.04,3.1195862
0.04,3.209485
0.04,3.3023987
0.04,3.3947973
0.04,3.4902873
0.04,3.5884678
0.04,3.692316
0.04,3.805133
0.04,3.9225109
0.04,4.0446978
0.04,4.158335
0.04,4.2582994
0.04,4.344897
0.04,4.4166093
0.04,4.476739
0.04,4.5299416
0.04,4.577782
0.04,4.6214623
0.04,4.663845
0.04,4.7037663
0.04,4.7395844
0.04,4.774735
0.04,4.808874
0.04,4.8410473
0.04,4.8727818
0.04,4.89488
