control/mA,Ewe/V
-0.08,-5.2641535
-0.08,-5.2998576
-0.08,-5.331554
-0.08,-5.357926
-0.08,-5.3810353
-0.08,-5.3981905
-0.08,-5.4138193
-0.08,-5.427292
-0.08,-5.438684
-0.08,-5.4464316
0.08,-4.6278253
0.08,-3.6277723
0.08,-2.627685
0.08,-1.6274353
0.08,-0.6274244
0.08,0.3725926
0.08,0.8760139
0.08,1.0154132
0.08,1.0955224
0.08,1.1843334
0.08,1.288716
0.08,1.4043
0.08,1.5478784
0.08,1.7236302
0.08,1.9108698
0.08,2.0464146
0.08,2.1321914
0.08,2.1992671
0.08,2.259757
0.08,2.321356
0.08,2.3897104
0.08,2.4693043
0.08,2.5637066
0.08,2.6753786
0.08,2.8043778
0.08,2.9454184
0.08,3.0884814
0.08,3.2370787
0.08,3.3895686
0.08,3.5432036
0.08,3.6921823
0.08,3.8322687
0.08,3.9671261
0.08,4.1042356
0.08,4.2454376
0.08,4.390123
0.08,4.533472
0.08,4.664208
0.08,4.7773876
0.08,4.871179
0.08,4.946651
0.08,5.010826
0.08,5.0658035
0.08,5.115094
0.08,5.1613126
0.08,5.2039623
0.08,5.2454486
0.08,5.2853312
0.08,5.321493
0.08,5.3529987
0.08,5.378226
0.08,5.398797
0.08,5.4149413
0.08,5.427994
0.08,5.4392905
0.08,5.4499197
0.08,5.459175
0.08,5.4654913
0.08,5.471712
0.08,5.47738
0.08,5.482322
0.08,5.4872074
0.08,5.4916344
0.08,5.4959664
0.08,5.49755
