control/mA,Ewe/V
-0.02,-1.751944
-0.02,-1.7935634
-0.02,-1.83337
-0.02,-1.8731192
-0.02,-1.9133838
-0.02,-1.9514157
-0.02,-1.9889323
-0.02,-2.0263343
-0.02,-2.064557
-0.02,-2.081407
0.02,-1.3821273
0.02,-0.3819443
0.02,0.41737974
0.02,0.4844746
0.02,0.51781213
0.02,0.545005
0.02,0.5693164
0.02,0.59303623
0.02,0.61685145
0.02,0.64169717
0.02,0.6671344
0.02,0.69411737
0.02,0.7223789
0.02,0.7506213
0.02,0.77756613
0.02,0.8021065
0.02,0.82454777
0.02,0.84620667
0.02,0.8679228
0.02,0.88887566
0.02,0.9118131
0.02,0.933701
0.02,0.9578597
0.02,0.98451823
0.02,1.0127416
0.02,1.0436366
0.02,1.0754665
0.02,1.1113611
0.02,1.1481717
0.02,1.1879592
0.02,1.2286817
0.02,1.2736788
0.02,1.3216527
0.02,1.3714777
0.02,1.426436
0.02,1.4831688
0.02,1.542497
0.02,1.606615
0.02,1.6724695
0.02,1.7415107
0.02,1.8120595
0.02,1.8849555
0.02,1.9575272
0.02,2.0275989
0.02,2.094999
0.02,2.15864
0.02,2.2186146
0.02,2.274317
0.02,2.3267183
0.02,2.3759136
0.02,2.4260056
0.02,2.472434
0.02,2.518614
0.02,2.564718
0.02,2.6017957
0.02,2.650113
0.02,2.6942515
0.02,2.7357183
0.02,2.7787497
0.02,2.8203883
0.02,2.8610344
0.02,2.8992763
