control/mA,Ewe/V
-0.08,-6.4368877
-0.08,-6.4898233
-0.08,-6.545106
-0.08,-6.6061516
-0.08,-6.669277
-0.08,-6.7311435
-0.08,-6.7838306
-0.08,-6.8290567
-0.08,-6.8684816
-0.08,-6.8972964
0.08,-5.8077803
0.08,-4.710264
0.08,-3.6883025
0.08,-2.6879673
0.08,-1.6879466
0.08,-0.68789756
0.08,0.16939369
0.08,0.5573897
0.08,0.78182155
0.08,0.8904404
0.08,0.97654164
0.08,1.0678525
0.08,1.1654224
0.08,1.2682402
0.08,1.3842632
0.08,1.5158004
0.08,1.6912469
0.08,1.9080456
0.08,2.113223
0.08,2.270367
0.08,2.404404
0.08,2.5459597
0.08,2.7128189
0.08,2.9009173
0.08,3.0924888
0.08,3.290472
0.08,3.4919856
0.08,3.687488
0.08,3.8676097
0.08,4.0433044
0.08,4.2101154
0.08,4.377738
0.08,4.540094
0.08,4.691878
0.08,4.81811
0.08,4.9238663
0.08,5.0131927
0.08,5.09168
0.08,5.162095
0.08,5.2270336
0.08,5.287621
0.08,5.3435526
0.08,5.3950186
0.08,5.4441376
0.08,5.487131
0.08,5.524953
0.08,5.5577946
0.08,5.5872965
0.08,5.6146607
0.08,5.6389914
0.08,5.6604786
0.08,5.68105
0.08,5.698854
0.08,5.71412
0.08,5.728852
0.08,5.7411795
0.08,5.7534494
0.08,5.764842
0.08,5.7740207
0.08,5.782589
0.08,5.7887526
0.08,5.796405
0.08,5.8019958
0.08,5.808198
0.08,5.8131976
0.08,5.814724
