control/mA,Ewe/V
-0.08,-5.4129415
-0.08,-5.42609
-0.08,-5.437234
-0.08,-5.449523
-0.08,-5.45958
-0.08,-5.46998
-0.08,-5.4795976
-0.08,-5.488719
-0.08,-5.497249
-0.08,-5.5015426
0.08,-4.8630786
0.08,-3.8606958
0.08,-2.8605895
0.08,-1.8604833
0.08,-0.8604817
0.08,0.01152232
0.08,0.5042061
0.08,0.7759441
0.08,0.942021
0.08,1.056193
0.08,1.139699
0.08,1.2039887
0.08,1.2746711
0.08,1.3576428
0.08,1.464754
0.08,1.6134657
0.08,1.7874047
0.08,1.9609048
0.08,2.0789316
0.08,2.1640022
0.08,2.2503684
0.08,2.3537586
0.08,2.483292
0.08,2.6499605
0.08,2.7855623
