control/mA,Ewe/V
-0.04,-2.6542382
-0.04,-2.6814694
-0.04,-2.7091775
-0.04,-2.7338324
-0.04,-2.7608535
-0.04,-2.7733526
-0.04,-2.7790585
-0.04,-2.773925
-0.04,-2.7802415
-0.04,-2.775757
0.04,-2.0068517
0.04,-1.0068461
0.04,-0.0496378
0.04,0.22052239
0.04,0.4054912
0.04,0.5292999
0.04,0.6103824
0.04,0.6682794
0.04,0.7182761
0.04,0.7661737
0.04,0.8158079
0.04,0.8639536
0.04,0.9068516
0.04,0.94660085
0.04,0.9865028
0.04,1.0282367
0.04,1.0746651
0.04,1.1273525
0.04,1.1860127
0.04,1.2518862
0.04,1.3248013
0.04,1.4059983
0.04,1.4891608
0.04,1.5857958
0.04,1.6884799
0.04,1.7923661
0.04,1.888066
0.04,1.970885
0.04,2.0387242
0.04,2.0948846
0.04,2.1427631
0.04,2.1840773
0.04,2.2219732
0.04,2.2593372
0.04,2.2959378
0.04,2.3330538
0.04,2.3691583
0.04,2.4051864
0.04,2.4439816
0.04,2.482128
0.04,2.520675
0.04,2.560577
0.04,2.6013758
0.04,2.64477
0.04,2.6893282
0.04,2.7362716
0.04,2.7843983
0.04,2.8328874
0.04,2.8808806
0.04,2.928282
0.04,2.9756453
0.04,3.020318
0.04,3.0651815
0.04,3.1084418
0.04,3.151588
0.04,3.1923296
0.04,3.2320979
0.04,3.2709503
0.04,3.3093257
0.04,3.3480256
0.04,3.383844
0.04,3.4151776
