control/mA,Ewe/V
-0.02,-2.0191402
-0.02,-2.0624008
-0.02,-2.1047451
-0.02,-2.1458685
-0.02,-2.1809425
-0.02,-2.2173967
-0.02,-2.2506387
-0.02,-2.2814384
-0.02,-2.3109593
-0.02,-2.3255956
0.02,-1.6120105
0.02,-0.6118529
0.02,0.37976772
0.02,0.46981907
0.02,0.50958747
0.02,0.53720015
0.02,0.561378
0.02,0.58429635
0.02,0.6077299
0.02,0.6325374
0.02,0.6583182
0.02,0.68551105
0.02,0.7139825
0.02,0.7424921
0.02,0.77081084
0.02,0.797145
0.02,0.8217808
0.02,0.8447182
0.02,0.86666334
0.02,0.888494
0.02,0.911336
0.02,0.9344643
0.02,0.9603023
0.02,0.9874951
0.02,1.0164055
0.02,1.0485408
0.02,1.0823935
0.02,1.1179829
0.02,1.1544881
0.02,1.1940274
0.02,1.2361621
0.02,1.2822278
0.02,1.3305453
0.02,1.3822976
0.02,1.4363208
0.02,1.494981
0.02,1.5565228
0.02,1.6202592
0.02,1.6888233
0.02,1.7596585
0.02,1.8290431
0.02,1.9048207
0.02,1.9790334
0.02,2.052292
0.02,2.1218486
0.02,2.1867487
0.02,2.2474105
0.02,2.3046777
0.02,2.358052
0.02,2.4081633
0.02,2.4598966
0.02,2.507069
0.02,2.555501
0.02,2.6008987
0.02,2.6482048
0.02,2.6900914
0.02,2.7355275
0.02,2.779303
0.02,2.8219721
0.02,2.8637443
0.02,2.9018142
0.02,2.9399798
