control/mA,Ewe/V
-0.08,-5.458645
-0.08,-5.4759526
-0.08,-5.492421
-0.08,-5.5079165
-0.08,-5.522515
-0.08,-5.5368266
-0.08,-5.547723
-0.08,-5.561844
-0.08,-5.5742097
-0.08,-5.580583
0.08,-4.864922
0.08,-3.8626232
0.08,-2.862288
0.08,-1.8621244
0.08,-0.8621037
0.08,0.06321742
0.08,0.51193464
0.08,0.7731771
0.08,0.92698383
0.08,1.0195732
0.08,1.0928127
0.08,1.1608808
0.08,1.2230713
0.08,1.2972077
0.08,1.3889575
0.08,1.51664
0.08,1.6763241
0.08,1.8589458
0.08,2.0159204
0.08,2.121963
0.08,2.2132332
0.08,2.311185
0.08,2.4257386
0.08,2.5667217
0.08,2.7361572
0.08,2.9054017
0.08,3.0748944
0.08,3.245723
0.08,3.417086
0.08,3.5732398
0.08,3.7136123
0.08,3.8399017
0.08,3.9579093
0.08,4.0756116
0.08,4.1945353
0.08,4.313143
0.08,4.427735
0.08,4.535342
0.08,4.6348205
0.08,4.7197957
0.08,4.796222
0.08,4.8627443
0.08,4.921653
0.08,4.976134
0.08,5.025692
0.08,5.0719867
0.08,5.115724
0.08,5.156313
0.08,5.1920166
0.08,5.2209272
0.08,5.244609
0.08,5.2627563
0.08,5.277202
0.08,5.2878885
0.08,5.296991
0.08,5.3047194
0.08,5.3098526
0.08,5.315654
0.08,5.320596
0.08,5.3248134
0.08,5.328649
0.08,5.3324084
0.08,5.3354044
0.08,5.3386292
0.08,5.340175
