control/mA,Ewe/V
-0.01,-0.56629634
-0.01,-0.5696931
-0.01,-0.57297534
-0.01,-0.57694453
-0.01,-0.5796543
-0.01,-0.5829174
-0.01,-0.58614236
-0.01,-0.58934826
-0.01,-0.5931648
-0.01,-0.5958173
0.01,-0.31847647
0.01,0.21199241
0.01,0.26139757
0.01,0.29135746
0.01,0.31221488
0.01,0.32956105
0.01,0.3442929
0.01,0.35751724
0.01,0.36913863
0.01,0.38003486
0.01,0.3898243
0.01,0.39928934
0.01,0.4084872
0.01,0.4168645
0.01,0.42491743
0.01,0.43209252
0.01,0.43945846
0.01,0.44644272
0.01,0.4534461
0.01,0.45964798
0.01,0.4659262
0.01,0.47239524
0.01,0.47888336
0.01,0.484799
0.01,0.49050474
0.01,0.49643946
0.01,0.5020498
0.01,0.507641
0.01,0.51237357
0.01,0.51779306
0.01,0.52328885
0.01,0.5280977
0.01,0.53288746
0.01,0.5376963
0.01,0.54349744
0.01,0.5483063
0.01,0.553077
0.01,0.5580576
0.01,0.5632099
0.01,0.5679806
0.01,0.572923
0.01,0.57773185
0.01,0.5822926
0.01,0.58656716
0.01,0.5911661
0.01,0.5958986
0.01,0.6012036
0.01,0.60557353
0.01,0.6104206
0.01,0.6150768
0.01,0.61994284
0.01,0.6242937
0.01,0.62854916
0.01,0.6331481
0.01,0.6373272
0.01,0.6417353
0.01,0.646277
0.01,0.65020806
0.01,0.6546543
0.01,0.6586808
0.01,0.66345143
