control/mA,Ewe/V
-0.08,-6.403035
-0.08,-6.4605503
-0.08,-6.515909
-0.08,-6.5763636
-0.08,-6.6303673
-0.08,-6.676719
-0.08,-6.721621
-0.08,-6.7664657
-0.08,-6.814993
-0.08,-6.840277
0.08,-5.689392
0.08,-4.673148
0.08,-3.6668537
0.08,-2.6667283
0.08,-1.6667075
0.08,-0.66665846
0.08,0.22718225
0.08,0.6224236
0.08,0.83630276
0.08,0.93976927
0.08,1.0219777
0.08,1.1089376
0.08,1.2034353
0.08,1.309268
0.08,1.4270084
0.08,1.5723042
0.08,1.7620437
0.08,1.9765526
0.08,2.1673417
0.08,2.318818
0.08,2.4580455
0.08,2.6067572
0.08,2.7742271
0.08,2.9519827
0.08,3.1360548
0.08,3.3300877
0.08,3.529006
0.08,3.7208257
0.08,3.9092865
0.08,4.0887785
0.08,4.262383
0.08,4.4284596
0.08,4.5847664
0.08,4.718899
0.08,4.8383565
0.08,4.947624
0.08,5.041034
0.08,5.123529
0.08,5.196654
0.08,5.2606764
0.08,5.3242984
0.08,5.3787413
0.08,5.432879
0.08,5.4832954
0.08,5.529342
0.08,5.5718775
0.08,5.6088214
0.08,5.642159
0.08,5.6688175
0.08,5.693358
0.08,5.713013
0.08,5.730245
0.08,5.744042
0.08,5.7573805
0.08,5.7679524
0.08,5.778448
0.08,5.787703
0.08,5.796729
0.08,5.805145
0.08,5.8125296
0.08,5.8201246
0.08,5.827643
0.08,5.83457
0.08,5.840104
0.08,5.846096
0.08,5.8482523
