control/mA,Ewe/V
-0.04,-3.8808374
-0.04,-3.9657173
-0.04,-4.045922
-0.04,-4.1173677
-0.04,-4.176085
-0.04,-4.2253475
-0.04,-4.2705164
-0.04,-4.310743
-0.04,-4.346351
-0.04,-4.374918
0.04,-3.6897767
0.04,-2.6893413
0.04,-1.6892633
0.04,-0.6892143
0.04,0.31080276
0.04,0.74506825
0.04,0.8581906
0.04,0.9424981
0.04,1.026214
0.04,1.1132121
0.04,1.1981684
0.04,1.2844604
0.04,1.3807328
0.04,1.4897715
0.04,1.614706
0.04,1.751014
0.04,1.882761
0.04,1.9848346
0.04,2.0584748
0.04,2.1111622
0.04,2.1523619
0.04,2.1912715
0.04,2.2272782
0.04,2.2619324
0.04,2.298037
0.04,2.3332064
0.04,2.3692536
0.04,2.4088502
0.04,2.4511185
0.04,2.4968598
0.04,2.548345
0.04,2.597693
0.04,2.6663144
0.04,2.7346878
0.04,2.8060381
0.04,2.8841054
0.04,2.9655888
0.04,3.0497434
0.04,3.136131
0.04,3.2292547
0.04,3.3244202
0.04,3.4213986
0.04,3.5187395
0.04,3.6194582
0.04,3.7239742
0.04,3.8412948
0.04,3.9644356
0.04,4.086622
0.04,4.193352
0.04,4.2827826
0.04,4.355621
0.04,4.416877
0.04,4.4688005
0.04,4.5153627
0.04,4.5601687
0.04,4.6007767
0.04,4.6389995
0.04,4.673921
0.04,4.70806
0.04,4.7398324
0.04,4.7712235
0.04,4.8014317
0.04,4.829846
0.04,4.848337
