control/mA,Ewe/V
-0.04,-2.7440035
-0.04,-2.7749746
-0.04,-2.8046675
-0.04,-2.8325663
-0.04,-2.8601027
-0.04,-2.8863797
-0.04,-2.9109008
-0.04,-2.9353268
-0.04,-2.9589322
-0.04,-2.971584
0.04,-2.326428
0.04,-1.3262908
0.04,-0.32628
0.04,0.38249654
0.04,0.6243891
0.04,0.74781615
0.04,0.839127
0.04,0.9236825
0.04,1.0015591
0.04,1.0732911
0.04,1.1430002
0.04,1.2153238
0.04,1.2969215
0.04,1.3896062
0.04,1.4923859
0.04,1.6041533
0.04,1.721035
0.04,1.8351496
0.04,1.9390169
0.04,2.021817
0.04,2.0835495
0.04,2.1294053
0.04,2.167399
0.04,2.200219
0.04,2.2312856
0.04,2.2624667
0.04,2.2938578
0.04,2.3274243
0.04,2.363319
0.04,2.4024768
0.04,2.4458709
0.04,2.4926043
0.04,2.5456734
0.04,2.60462
0.04,2.6723444
0.04,2.7510035
0.04,2.836933
0.04,2.9266217
0.04,3.0174174
0.04,3.109377
0.04,3.2023861
0.04,3.2963305
0.04,3.3966482
0.04,3.5019276
0.04,3.610203
0.04,3.7231154
0.04,3.8340433
0.04,3.9370708
0.04,4.02676
0.04,4.102232
0.04,4.165205
0.04,4.219733
0.04,4.2664857
0.04,4.3060822
0.04,4.348713
0.04,4.3820887
0.04,4.416266
0.04,4.4500995
0.04,4.4811473
0.04,4.51063
0.04,4.538949
0.04,4.5672674
0.04,4.577725
