control/mA,Ewe/V
-0.08,-6.4180913
-0.08,-6.4744425
-0.08,-6.535183
-0.08,-6.591496
-0.08,-6.6459007
-0.08,-6.6889896
-0.08,-6.7323837
-0.08,-6.7784686
-0.08,-6.821538
-0.08,-6.8470325
0.08,-5.704541
0.08,-4.678625
0.08,-3.6693535
0.08,-2.669228
0.08,-1.6692264
0.08,-0.66915834
0.08,0.2017259
0.08,0.59839845
0.08,0.82216245
0.08,0.9287585
0.08,1.0133141
0.08,1.099797
0.08,1.1967181
0.08,1.299803
0.08,1.4175434
0.08,1.5590227
0.08,1.7449456
0.08,1.959359
0.08,2.1560256
0.08,2.3050976
0.08,2.4402604
0.08,2.5878272
0.08,2.7526064
0.08,2.9295223
0.08,3.1001983
0.08,3.29738
0.08,3.4975767
0.08,3.6914191
0.08,3.8753955
0.08,4.0527697
0.08,4.222882
0.08,4.3925653
0.08,4.551219
0.08,4.6949883
0.08,4.821411
0.08,4.9245152
0.08,5.0219707
0.08,5.102824
0.08,5.1764264
0.08,5.225297
0.08,5.301208
0.08,5.3592577
0.08,5.4131284
0.08,5.463125
0.08,5.509439
0.08,5.5525274
0.08,5.5910172
0.08,5.6251183
0.08,5.6550207
0.08,5.6791987
0.08,5.701411
0.08,5.7199783
0.08,5.735111
0.08,5.749614
0.08,5.7612734
0.08,5.771521
0.08,5.7817874
0.08,5.7911186
0.08,5.7996106
0.08,5.8072057
0.08,5.814724
0.08,5.8210406
0.08,5.826689
0.08,5.8320704
0.08,5.8377953
0.08,5.8415165
