control/mA,Ewe/V
-0.01,-0.46248636
-0.01,-0.4639939
-0.01,-0.46580675
-0.01,-0.4674097
-0.01,-0.46855468
-0.01,-0.46979505
-0.01,-0.47103542
-0.01,-0.47242847
-0.01,-0.4738406
-0.01,-0.4749283
0.01,-0.21972607
0.01,0.22636169
0.01,0.26406917
0.01,0.2888958
0.01,0.3087609
0.01,0.3253438
0.01,0.33929324
0.01,0.35181153
0.01,0.36261234
0.01,0.37261167
0.01,0.38138974
0.01,0.38961437
0.01,0.39728564
0.01,0.40409818
0.01,0.41052905
0.01,0.41650194
0.01,0.42222676
0.01,0.42762718
0.01,0.43304667
0.01,0.43800816
0.01,0.4428361
0.01,0.44672897
0.01,0.45106074
0.01,0.4549727
0.01,0.45898008
0.01,0.46264395
0.01,0.46651775
0.01,0.47025797
0.01,0.4736356
0.01,0.4769369
0.01,0.48018098
0.01,0.48298615
0.01,0.48615387
0.01,0.48893994
0.01,0.49159244
0.01,0.49422586
0.01,0.49678296
0.01,0.49932095
0.01,0.5017254
0.01,0.50430155
0.01,0.5064961
0.01,0.5087478
0.01,0.5107897
0.01,0.5127552
0.01,0.51479703
0.01,0.5169725
0.01,0.51880443
0.01,0.5206936
0.01,0.5225446
0.01,0.524472
0.01,0.526094
0.01,0.52783054
0.01,0.5291854
0.01,0.5310555
0.01,0.53271574
0.01,0.53445226
0.01,0.5360743
0.01,0.5375055
0.01,0.5391466
0.01,0.5406732
0.01,0.54208535
