control/mA,Ewe/V
-0.04,-3.1710746
-0.04,-3.2026186
-0.04,-3.2375016
-0.04,-3.266431
-0.04,-3.3009517
-0.04,-3.3312933
-0.04,-3.365623
-0.04,-3.400907
-0.04,-3.4363055
-0.04,-3.4554074
0.04,-2.3884676
0.04,-1.3884051
0.04,-0.38837516
0.04,0.14594102
0.04,0.35112453
0.04,0.48483717
0.04,0.5820637
0.04,0.6515629
0.04,0.70300996
0.04,0.744553
0.04,0.78647774
0.04,0.8307497
0.04,0.8783038
0.04,0.9207629
0.04,0.9599015
0.04,0.99713194
0.04,1.0362134
0.04,1.0781572
0.04,1.1260166
0.04,1.1804596
0.04,1.2395207
0.04,1.3056232
0.04,1.3788627
0.04,1.4583422
0.04,1.5474585
0.04,1.6440743
0.04,1.7458426
0.04,1.8495189
0.04,1.9526992
0.04,2.0447161
0.04,2.125436
0.04,2.1947064
0.04,2.2549481
0.04,2.309143
0.04,2.3584146
0.04,2.405549
0.04,2.4501643
0.04,2.4935966
0.04,2.537258
0.04,2.5781522
0.04,2.6201532
0.04,2.66391
0.04,2.7073803
0.04,2.7507744
0.04,2.794035
0.04,2.8397
0.04,2.884716
0.04,2.929179
0.04,2.9727829
0.04,3.0146122
0.04,3.0590749
0.04,3.0982137
0.04,3.1388025
0.04,3.1830363
0.04,3.2239115
0.04,3.262287
0.04,3.3049366
0.04,3.3471477
0.04,3.3872979
0.04,3.4285164
0.04,3.4664147
0.04,3.5009353
0.04,3.5237775
