control/mA,Ewe/V
-0.08,-6.5771646
-0.08,-6.636474
-0.08,-6.6958213
-0.08,-6.750264
-0.08,-6.8015394
-0.08,-6.8534827
-0.08,-6.901991
-0.08,-6.951759
-0.08,-7.0
-0.08,-7.0281086
0.08,-5.9373097
0.08,-4.874681
0.08,-3.863812
0.08,-2.860933
0.08,-1.8608077
0.08,-0.8608061
0.08,0.10905411
0.08,0.53513926
0.08,0.7967061
0.08,0.9263732
0.08,1.0177795
0.08,1.1041096
0.08,1.1960884
0.08,1.2977803
0.08,1.4049106
0.08,1.5328984
0.08,1.711589
0.08,1.9185221
0.08,2.103281
0.08,2.246151
0.08,2.3710856
0.08,2.496192
0.08,2.6417167
0.08,2.813652
0.08,2.9933922
0.08,3.1815288
0.08,3.378386
0.08,3.5744994
0.08,3.757827
0.08,3.9235032
0.08,4.0798097
0.08,4.2384725
0.08,4.3988624
0.08,4.5570774
0.08,4.700064
0.08,4.819255
0.08,4.9164815
0.08,4.9974494
0.08,5.069124
0.08,5.1327457
0.08,5.1920166
0.08,5.2484064
0.08,5.301513
0.08,5.3513765
0.08,5.3981104
0.08,5.441256
0.08,5.479536
0.08,5.5138087
0.08,5.5423183
0.08,5.566859
0.08,5.5896244
0.08,5.6076
0.08,5.625729
0.08,5.6410713
0.08,5.6553645
0.08,5.6671576
0.08,5.678874
0.08,5.689465
0.08,5.6995597
0.08,5.708452
0.08,5.715704
0.08,5.7245965
0.08,5.730989
0.08,5.738031
0.08,5.744099
0.08,5.7474766
