control/mA,Ewe/V
-0.08,-5.4123693
-0.08,-5.4308796
-0.08,-5.4447527
-0.08,-5.4572706
-0.08,-5.469312
-0.08,-5.480895
-0.08,-5.4919057
-0.08,-5.502306
-0.08,-5.511008
-0.08,-5.517763
0.08,-4.7302628
0.08,-3.728758
0.08,-2.7286325
0.08,-1.7285165
0.08,-0.72844833
0.08,0.2715687
0.08,0.83456624
0.08,0.99365884
0.08,1.073272
0.08,1.1533812
0.08,1.2452073
0.08,1.3482732
0.08,1.4686469
0.08,1.6191142
0.08,1.8096361
0.08,1.9925439
0.08,2.1120973
0.08,2.1966338
0.08,2.2717981
0.08,2.3460681
0.08,2.4268262
0.08,2.5179462
0.08,2.6247904
0.08,2.750431
0.08,2.8878267
0.08,3.0433125
0.08,3.2070615
0.08,3.3720124
0.08,3.54723
0.08,3.7154825
0.08,3.8741171
0.08,4.0225997
0.08,4.1661973
0.08,4.307552
0.08,4.4550037
0.08,4.603563
0.08,4.7399282
0.08,4.8627825
0.08,4.9667454
0.08,5.0484195
0.08,5.1155334
0.08,5.1748233
0.08,5.2281404
0.08,5.274893
0.08,5.3134403
0.08,5.343705
0.08,5.368036
0.08,5.388168
0.08,5.404503
0.08,5.4168305
0.08,5.4270015
0.08,5.434673
0.08,5.441294
0.08,5.447897
0.08,5.453908
0.08,5.4591556
0.08,5.46448
0.08,5.4679146
0.08,5.470758
0.08,5.4743648
0.08,5.478353
0.08,5.4819026
0.08,5.4860435
0.08,5.4887147
0.08,5.491291
