control/mA,Ewe/V
-0.01,-0.61234295
-0.01,-0.6158542
-0.01,-0.62161714
-0.01,-0.62474674
-0.01,-0.6298991
-0.01,-0.6334866
-0.01,-0.63678795
-0.01,-0.64064264
-0.01,-0.64505076
-0.01,-0.6492871
0.01,-0.3547865
0.01,0.21187791
0.01,0.26217997
0.01,0.29068956
0.01,0.31290185
0.01,0.33133575
0.01,0.3459722
0.01,0.35973084
0.01,0.3720392
0.01,0.3829545
0.01,0.39322102
0.01,0.4031631
0.01,0.41278082
0.01,0.42188326
0.01,0.43052775
0.01,0.4391913
0.01,0.44642365
0.01,0.4546292
0.01,0.4618234
0.01,0.46920842
0.01,0.47615454
0.01,0.48296705
0.01,0.48941702
0.01,0.49537084
0.01,0.5021834
0.01,0.50807995
0.01,0.5141864
0.01,0.5203501
0.01,0.52613217
0.01,0.53170437
0.01,0.5372192
0.01,0.54261965
0.01,0.54870707
0.01,0.55437464
0.01,0.560462
0.01,0.5659769
0.01,0.5709384
0.01,0.5767014
0.01,0.58231175
0.01,0.58780754
0.01,0.5934942
0.01,0.5988946
0.01,0.6041996
0.01,0.60979086
0.01,0.6151149
0.01,0.6203054
0.01,0.62622106
0.01,0.6319077
0.01,0.63671654
0.01,0.6423269
0.01,0.64776546
0.01,0.6529369
0.01,0.65807015
0.01,0.66354686
0.01,0.66908085
0.01,0.6748248
0.01,0.67946184
0.01,0.6854729
0.01,0.69051075
0.01,0.69621646
0.01,0.70155966
