control/mA,Ewe/V
-0.08,-5.08823
-0.08,-5.123686
-0.08,-5.1569853
-0.08,-5.1895785
-0.08,-5.2208166
-0.08,-5.2507195
-0.08,-5.27921
-0.08,-5.30709
-0.08,-5.3330994
-0.08,-5.3363247
0.08,-4.5668273
0.08,-3.5664213
0.08,-2.5662005
0.08,-1.5661798
0.08,-0.5661116
0.08,0.43394354
0.08,0.89181435
0.08,1.0033147
0.08,1.1120863
0.08,1.2440242
0.08,1.375008
0.08,1.5109152
0.08,1.6693971
0.08,1.8411798
0.08,1.9647595
0.08,2.0419874
0.08,2.094961
0.08,2.1348248
0.08,2.1675708
0.08,2.1996083
0.08,2.2318008
0.08,2.2686877
0.08,2.3085515
0.08,2.3541782
0.08,2.4098425
0.08,2.475411
0.08,2.5518181
0.08,2.638301
0.08,2.7324169
0.08,2.8325057
0.08,2.9359722
0.08,3.0462704
0.08,3.1640108
0.08,3.2878387
0.08,3.4057126
0.08,3.5283573
0.08,3.659303
0.08,3.799828
0.08,3.9518027
0.08,4.093187
0.08,4.2254195
0.08,4.3361187
0.08,4.425674
0.08,4.4953446
0.08,4.55265
0.08,4.599479
0.08,4.6427207
0.08,4.682718
0.08,4.719624
0.08,4.7570453
0.08,4.7938557
0.08,4.8290253
0.08,4.8675723
0.08,4.903963
0.08,4.9416323
0.08,4.978672
0.08,5.0157495
0.08,5.0504804
0.08,5.0840087
0.08,5.116831
0.08,5.1490617
0.08,5.179136
0.08,5.2071114
0.08,5.234991
0.08,5.245601
