control/mA,Ewe/V
-0.01,-1.6756704
-0.01,-1.6848682
-0.01,-1.6939898
-0.01,-1.7025198
-0.01,-1.7115077
-0.01,-1.7202476
-0.01,-1.7291974
-0.01,-1.7380327
-0.01,-1.7465245
-0.01,-1.7547492
0.01,-0.5383404
0.01,0.46728107
0.01,0.91446555
0.01,0.96097016
0.01,0.9921513
0.01,1.0166726
0.01,1.0371293
0.01,1.0556014
0.01,1.0714592
0.01,1.086172
0.01,1.0998542
0.01,1.1127924
0.01,1.1247381
0.01,1.1359205
0.01,1.1464161
0.01,1.1563581
0.01,1.1664912
0.01,1.1763378
0.01,1.1855929
0.01,1.1948671
0.01,1.2041603
0.01,1.2131484
0.01,1.2223653
0.01,1.2312387
0.01,1.2394253
0.01,1.2486613
0.01,1.2572104
0.01,1.2641565
0.01,1.2718849
0.01,1.2801669
0.01,1.2879145
0.01,1.296578
0.01,1.3043065
0.01,1.3124739
0.01,1.3207749
0.01,1.3289232
0.01,1.3371478
0.01,1.345029
0.01,1.3535018
0.01,1.3610967
0.01,1.368997
0.01,1.3764774
0.01,1.3841677
0.01,1.3922015
0.01,1.3997391
0.01,1.4076777
0.01,1.41491
0.01,1.422772
0.01,1.4307486
0.01,1.437981
0.01,1.4460148
0.01,1.4534379
0.01,1.4609756
0.01,1.4682653
0.01,1.4761083
0.01,1.4837222
0.01,1.4912409
0.01,1.4987022
0.01,1.5042171
0.01,1.5086253
0.01,1.513892
0.01,1.5201321
