control/mA,Ewe/V
-0.01,-0.49958318
-0.01,-0.50204486
-0.01,-0.5044683
-0.01,-0.5068537
-0.01,-0.5091245
-0.01,-0.51143354
-0.01,-0.51376164
-0.01,-0.5158989
-0.01,-0.51836056
-0.01,-0.5204787
0.01,-0.26870048
0.01,0.20138241
0.01,0.2465703
0.01,0.27500355
0.01,0.29719678
0.01,0.31496277
0.01,0.3302862
0.01,0.3438922
0.01,0.3559143
0.01,0.36637163
0.01,0.37600842
0.01,0.38511086
0.01,0.39339277
0.01,0.40094954
0.01,0.40854445
0.01,0.41554782
0.01,0.42220768
0.01,0.42877212
0.01,0.4344397
0.01,0.44041258
0.01,0.44588932
0.01,0.45136607
0.01,0.45667106
0.01,0.46142268
0.01,0.46621242
0.01,0.47071594
0.01,0.475105
0.01,0.47930318
0.01,0.48327237
0.01,0.48750874
0.01,0.4914398
0.01,0.49563798
0.01,0.4994736
0.01,0.5033283
0.01,0.5070113
0.01,0.5106752
0.01,0.5142055
0.01,0.51764035
0.01,0.52054095
0.01,0.524014
0.01,0.5269718
0.01,0.5300823
0.01,0.53302103
0.01,0.5360743
0.01,0.5390321
0.01,0.5418373
0.01,0.5448905
0.01,0.54744756
0.01,0.5503291
0.01,0.5525999
0.01,0.55553865
0.01,0.5577713
0.01,0.5604429
0.01,0.56275195
0.01,0.5647556
0.01,0.56717914
0.01,0.5695263
0.01,0.5718544
0.01,0.5741443
0.01,0.5759953
0.01,0.5782662
