control/mA,Ewe/V
-0.08,-5.116759
-0.08,-5.1491423
-0.08,-5.1787014
-0.08,-5.204959
-0.08,-5.2302628
-0.08,-5.255223
-0.08,-5.2785993
-0.08,-5.296957
-0.08,-5.3177
-0.08,-5.3183293
0.08,-4.486673
0.08,-3.486312
0.08,-2.4859767
0.08,-1.4857843
0.08,-0.4857543
0.08,0.46375075
0.08,0.951009
0.08,1.069341
0.08,1.1595832
0.08,1.2655305
0.08,1.3848737
0.08,1.5236051
0.08,1.6916858
0.08,1.8747272
0.08,2.013077
0.08,2.101907
0.08,2.167628
0.08,2.2210763
0.08,2.2732103
0.08,2.3311646
0.08,2.3987556
0.08,2.478674
0.08,2.571626
0.08,2.674539
0.08,2.7872224
0.08,2.9064896
0.08,3.0308897
0.08,3.161072
0.08,3.2987921
0.08,3.4368746
0.08,3.5710645
0.08,3.7018955
0.08,3.8294635
0.08,3.9648745
0.08,4.1034913
0.08,4.2422123
0.08,4.380028
0.08,4.5073094
0.08,4.6237335
0.08,4.72325
0.08,4.8083205
0.08,4.8796706
0.08,4.9435596
0.08,5.0011897
0.08,5.053209
0.08,5.1017175
0.08,5.1474967
0.08,5.1917496
0.08,5.234304
0.08,5.275027
0.08,5.3143373
0.08,5.35277
0.08,5.385172
0.08,5.410075
0.08,5.431524
0.08,5.4495
0.08,5.4641366
0.08,5.4754715
0.08,5.4854136
0.08,5.493428
0.08,5.4999547
0.08,5.505546
0.08,5.510908
0.08,5.5157933
0.08,5.517568
