control/mA,Ewe/V
-0.04,-2.8918946
-0.04,-2.9239726
-0.04,-2.954295
-0.04,-2.9824994
-0.04,-3.009921
-0.04,-3.0352058
-0.04,-3.0583723
-0.04,-3.0827599
-0.04,-3.1071858
-0.04,-3.1239977
0.04,-2.4870577
0.04,-1.4870056
0.04,-0.48697558
0.04,0.3778022
0.04,0.6533949
0.04,0.77743256
0.04,0.8643925
0.04,0.94736415
0.04,1.0274162
0.04,1.0971826
0.04,1.1691436
0.04,1.2450355
0.04,1.3306979
0.04,1.426226
0.04,1.5349021
0.04,1.652509
0.04,1.7730926
0.04,1.8875508
0.04,1.9834224
0.04,2.0595815
0.04,2.1142344
0.04,2.1587164
0.04,2.1965573
0.04,2.2320106
0.04,2.267371
0.04,2.3018725
0.04,2.3422325
0.04,2.3836038
0.04,2.428143
0.04,2.476594
0.04,2.5281937
0.04,2.582007
0.04,2.6476133
0.04,2.7198224
0.04,2.8002942
0.04,2.8891814
0.04,2.9816945
0.04,3.0780241
0.04,3.1766627
0.04,3.2791178
0.04,3.3838055
0.04,3.4912221
0.04,3.602379
0.04,3.7291265
0.04,3.8555305
0.04,3.9753318
0.04,4.0764704
0.04,4.156713
0.04,4.2200766
0.04,4.2747483
0.04,4.323276
0.04,4.363483
0.04,4.399454
0.04,4.4327345
0.04,4.4585915
0.04,4.4798307
0.04,4.503283
0.04,4.5278807
0.04,4.553051
0.04,4.5764275
0.04,4.5976663
0.04,4.619268
0.04,4.6302595
