control/mA,Ewe/V
-0.01,-0.58463484
-0.01,-0.58753544
-0.01,-0.59127563
-0.01,-0.59505403
-0.01,-0.5980691
-0.01,-0.601962
-0.01,-0.6055495
-0.01,-0.6085646
-0.01,-0.611427
-0.01,-0.6157397
0.01,-0.3325035
0.01,0.2092445
0.01,0.25918397
0.01,0.28862864
0.01,0.30921888
0.01,0.32591626
0.01,0.34026647
0.01,0.35232675
0.01,0.36406264
0.01,0.37484437
0.01,0.38514903
0.01,0.39417517
0.01,0.40289596
0.01,0.41140684
0.01,0.4191735
0.01,0.42686385
0.01,0.43394354
0.01,0.44092783
0.01,0.44800752
0.01,0.4552017
0.01,0.46180433
0.01,0.46787262
0.01,0.47378826
0.01,0.47968483
0.01,0.4852379
0.01,0.4909627
0.01,0.49634406
0.01,0.50201166
0.01,0.507412
0.01,0.51315594
0.01,0.51821285
0.01,0.5236514
0.01,0.52870834
0.01,0.53368896
0.01,0.5392802
0.01,0.5444325
0.01,0.54935586
0.01,0.55431736
0.01,0.5592789
0.01,0.56408775
0.01,0.5686103
0.01,0.5738008
0.01,0.5789722
0.01,0.58347577
0.01,0.5880556
0.01,0.59286445
0.01,0.59710085
0.01,0.601757
0.01,0.60635597
0.01,0.6110694
0.01,0.6161263
0.01,0.6202673
0.01,0.62482804
0.01,0.6293315
0.01,0.6338923
0.01,0.6384913
0.01,0.64259404
0.01,0.64725024
0.01,0.6521736
0.01,0.6562191
0.01,0.6608562
