control/mA,Ewe/V
-0.02,-1.5380839
-0.02,-1.5727382
-0.02,-1.6083846
-0.02,-1.6440312
-0.02,-1.6791434
-0.02,-1.713435
-0.02,-1.7479366
-0.02,-1.7816939
-0.02,-1.8165389
-0.02,-1.8314235
0.02,-1.1496791
0.02,-0.14963125
0.02,0.4351839
0.02,0.48743242
0.02,0.5227927
0.02,0.5515504
0.02,0.5762816
0.02,0.5992381
0.02,0.62248087
0.02,0.64610523
0.02,0.67123723
0.02,0.69743776
0.02,0.7243635
0.02,0.7513846
0.02,0.777528
0.02,0.8016485
0.02,0.8232502
0.02,0.844203
0.02,0.86500317
0.02,0.8862995
0.02,0.90753853
0.02,0.93062866
0.02,0.9546538
0.02,0.97844994
0.02,1.0080281
0.02,1.0373964
0.02,1.0681387
0.02,1.1010183
0.02,1.136932
0.02,1.1748494
0.02,1.2158962
0.02,1.2590996
0.02,1.3053942
0.02,1.3571084
0.02,1.4087462
0.02,1.4625787
0.02,1.5226128
0.02,1.5799564
0.02,1.6448376
0.02,1.7119707
0.02,1.7783022
0.02,1.8457978
0.02,1.9135605
0.02,1.9780601
0.02,2.0406897
0.02,2.100743
0.02,2.1550524
0.02,2.2045698
0.02,2.2529635
0.02,2.2997925
0.02,2.329886
0.02,2.3763332
0.02,2.4204717
0.02,2.462759
0.02,2.5042257
0.02,2.5447764
0.02,2.585041
0.02,2.6242752
0.02,2.6632802
0.02,2.7029915
0.02,2.7400692
0.02,2.7769942
