control/mA,Ewe/V
-0.01,-0.5350961
-0.01,-0.538302
-0.01,-0.54135525
-0.01,-0.544294
-0.01,-0.54759526
-0.01,-0.55043864
-0.01,-0.5534346
-0.01,-0.55639243
-0.01,-0.5589686
-0.01,-0.56156385
0.01,-0.29643396
0.01,0.20262279
0.01,0.24981436
0.01,0.27889645
0.01,0.30000192
0.01,0.3172527
0.01,0.33188915
0.01,0.345228
0.01,0.35705927
0.01,0.36763108
0.01,0.37787852
0.01,0.3871527
0.01,0.39596894
0.01,0.4039455
0.01,0.41176942
0.01,0.4190018
0.01,0.42577615
0.01,0.4327795
0.01,0.4391913
0.01,0.4460229
0.01,0.45169047
0.01,0.45787328
0.01,0.4633691
0.01,0.46903667
0.01,0.47436076
0.01,0.47979933
0.01,0.48477992
0.01,0.48993224
0.01,0.4947602
0.01,0.4994927
0.01,0.50458777
0.01,0.50924397
0.01,0.51378566
0.01,0.5175259
0.01,0.5218386
0.01,0.5263421
0.01,0.530941
0.01,0.53487206
0.01,0.5390894
0.01,0.54273415
0.01,0.5467606
0.01,0.55048174
0.01,0.5549662
0.01,0.5590117
0.01,0.56298095
0.01,0.5668547
0.01,0.57078576
0.01,0.5747168
0.01,0.5784379
0.01,0.58173925
0.01,0.585384
0.01,0.5887044
0.01,0.5928454
0.01,0.59618485
0.01,0.59979147
0.01,0.60305464
0.01,0.6067376
0.01,0.61001986
0.01,0.61295855
0.01,0.616527
0.01,0.6194276
