control/mA,Ewe/V
-0.01,-1.486904
-0.01,-1.4954531
-0.01,-1.5037159
-0.01,-1.5116162
-0.01,-1.5197645
-0.01,-1.5273786
-0.01,-1.5352024
-0.01,-1.5427973
-0.01,-1.5492473
-0.01,-1.5521097
0.01,-0.39173773
0.01,0.6083215
0.01,0.8401193
0.01,0.89028776
0.01,0.92265207
0.01,0.9469825
0.01,0.9671339
0.01,0.9848236
0.01,0.9975136
0.01,1.0106616
0.01,1.0233134
0.01,1.035202
0.01,1.0466707
0.01,1.0576242
0.01,1.0683677
0.01,1.0789014
0.01,1.0893587
0.01,1.0997589
0.01,1.1087468
0.01,1.1178111
0.01,1.1248908
0.01,1.1324093
0.01,1.1404241
0.01,1.1486106
0.01,1.1564918
0.01,1.1645638
0.01,1.1709565
0.01,1.1780934
0.01,1.1857456
0.01,1.1933405
0.01,1.200382
0.01,1.2072899
0.01,1.215152
0.01,1.2228042
0.01,1.2298648
0.01,1.2375742
0.01,1.2444059
0.01,1.2517909
0.01,1.2584698
0.01,1.2652441
0.01,1.2725528
0.01,1.2794608
0.01,1.2862543
0.01,1.293334
0.01,1.3001465
0.01,1.3064629
0.01,1.3132372
0.01,1.3200307
0.01,1.3263279
0.01,1.3327589
0.01,1.3394378
0.01,1.3460977
0.01,1.3527766
0.01,1.3593029
0.01,1.3656956
0.01,1.3721647
0.01,1.3790153
0.01,1.3852745
0.01,1.3924305
0.01,1.3986515
0.01,1.4050442
0.01,1.4116087
