control/mA,Ewe/V
-0.08,-5.4050794
-0.08,-5.4187427
-0.08,-5.4311085
-0.08,-5.443283
-0.08,-5.4546185
-0.08,-5.4654
-0.08,-5.4747314
-0.08,-5.485189
-0.08,-5.4949784
-0.08,-5.499577
0.08,-4.866525
0.08,-3.8654666
0.08,-2.8650548
0.08,-1.8649868
0.08,-0.8649661
0.08,-0.009926658
0.08,0.49063832
0.08,0.76054436
0.08,0.9406089
0.08,1.0562121
0.08,1.1313789
0.08,1.1913941
0.08,1.2653205
0.08,1.3384646
0.08,1.4492397
0.08,1.5802999
0.08,1.7523879
0.08,1.9308877
0.08,2.0589137
0.08,2.1451676
0.08,2.2322397
0.08,2.328741
0.08,2.4520345
0.08,2.6155162
0.08,2.7968593
0.08,2.971924
0.08,3.143478
0.08,3.314669
0.08,3.4775019
0.08,3.6232364
0.08,3.7490299
0.08,3.8599768
0.08,3.970275
0.08,4.084695
0.08,4.202368
0.08,4.3246117
0.08,4.4438214
0.08,4.555436
0.08,4.653846
0.08,4.7387447
0.08,4.8134727
0.08,4.8790984
0.08,4.9372816
0.08,4.9896827
0.08,5.0371604
0.08,5.0817757
0.08,5.12309
0.08,5.1555114
0.08,5.185166
0.08,5.2094393
0.08,5.2284074
0.08,5.2435403
0.08,5.2543793
0.08,5.262127
0.08,5.268653
0.08,5.2735
0.08,5.2782707
0.08,5.2827168
0.08,5.286705
0.08,5.2904453
0.08,5.293785
0.08,5.2968
0.08,5.2995477
0.08,5.302429
0.08,5.303231
