control/mA,Ewe/V
-0.04,-3.6640768
-0.04,-3.7408657
-0.04,-3.8190286
-0.04,-3.8925924
-0.04,-3.9571874
-0.04,-4.0132904
-0.04,-4.0615697
-0.04,-4.1057844
-0.04,-4.144599
-0.04,-4.176219
0.04,-3.5018141
0.04,-2.5015674
0.04,-1.5015657
0.04,-0.5015548
0.04,0.49853855
0.04,0.7822414
0.04,0.88080364
0.04,0.9613518
0.04,1.0428351
0.04,1.1255014
0.04,1.2055725
0.04,1.2877809
0.04,1.3858279
0.04,1.4913936
0.04,1.6093247
0.04,1.7394689
0.04,1.8687735
0.04,1.9753313
0.04,2.0533988
0.04,2.1109524
0.04,2.1564455
0.04,2.1984084
0.04,2.2358463
0.04,2.2771032
0.04,2.3160892
0.04,2.3565826
0.04,2.3969045
0.04,2.4407566
0.04,2.488635
0.04,2.5415516
0.04,2.5986662
0.04,2.6610856
0.04,2.7313673
0.04,2.804454
0.04,2.8858802
0.04,2.97076
0.04,3.0580635
0.04,3.151111
0.04,3.243433
0.04,3.3448768
0.04,3.4444888
0.04,3.5469055
0.04,3.6559825
0.04,3.7735894
0.04,3.9006612
0.04,4.0266643
0.04,4.143031
0.04,4.2410674
0.04,4.3211193
0.04,4.3873367
0.04,4.4423714
0.04,4.488876
0.04,4.530953
0.04,4.5702252
0.04,4.606864
0.04,4.6417665
0.04,4.6755047
0.04,4.7082505
0.04,4.735863
0.04,4.7667203
0.04,4.796432
0.04,4.823491
0.04,4.8470583
0.04,4.858126
