control/mA,Ewe/V
-0.01,-0.66468686
-0.01,-0.6708506
-0.01,-0.67522055
-0.01,-0.68168956
-0.01,-0.6871854
-0.01,-0.6931965
-0.01,-0.69798625
-0.01,-0.70237523
-0.01,-0.7066498
-0.01,-0.7106571
0.01,-0.39678746
0.01,0.21781264
0.01,0.26941234
0.01,0.29939127
0.01,0.32063034
0.01,0.33832005
0.01,0.3519451
0.01,0.36667696
0.01,0.37896624
0.01,0.39156082
0.01,0.40343028
0.01,0.4143456
0.01,0.4251655
0.01,0.43491676
0.01,0.44441995
0.01,0.4536369
0.01,0.46241498
0.01,0.4717846
0.01,0.48040998
0.01,0.48819572
0.01,0.4958288
0.01,0.50330925
0.01,0.51136214
0.01,0.51897615
0.01,0.52573144
0.01,0.5328684
0.01,0.5398336
0.01,0.5464744
0.01,0.5541838
0.01,0.5611299
0.01,0.5675608
0.01,0.57412523
0.01,0.5808424
0.01,0.58691067
0.01,0.59414303
0.01,0.600822
0.01,0.6075582
0.01,0.6137982
0.01,0.620439
0.01,0.62744236
0.01,0.633816
0.01,0.6407621
0.01,0.64753646
0.01,0.6538147
0.01,0.6608944
0.01,0.6678977
0.01,0.6750538
0.01,0.68257236
0.01,0.68946123
0.01,0.695644
0.01,0.7033916
0.01,0.7114636
0.01,0.7193638
0.01,0.72615725
0.01,0.73434377
0.01,0.7424157
0.01,0.7502397
0.01,0.75699496
0.01,0.76497155
0.01,0.77302444
0.01,0.78088653
