control/mA,Ewe/V
-0.08,-5.5204916
-0.08,-5.5461965
-0.08,-5.5690575
-0.08,-5.594819
-0.08,-5.617718
-0.08,-5.641877
-0.08,-5.664356
-0.08,-5.6856146
-0.08,-5.706472
-0.08,-5.718857
0.08,-4.9123735
0.08,-3.90201
0.08,-2.9015985
0.08,-1.9014348
0.08,-0.9013187
0.08,0.05258834
0.08,0.43060407
0.08,0.707189
0.08,0.8478669
0.08,0.93524665
0.08,1.0008149
0.08,1.0627383
0.08,1.1183072
0.08,1.1871576
0.08,1.2610459
0.08,1.35957
0.08,1.4849054
0.08,1.6388457
0.08,1.8029761
0.08,1.9474324
0.08,2.0639896
0.08,2.1663685
0.08,2.2702525
0.08,2.3796728
0.08,2.5050845
0.08,2.6444838
0.08,2.7960196
0.08,2.9548833
0.08,3.1153116
0.08,3.2820947
0.08,3.4443169
0.08,3.5948415
0.08,3.731989
0.08,3.8585455
0.08,3.9785187
0.08,4.0975375
0.08,4.210516
0.08,4.3245354
0.08,4.42825
0.08,4.5287776
0.08,4.618791
0.08,4.7016864
0.08,4.7754984
0.08,4.8416963
0.08,4.9004517
0.08,4.9589977
0.08,5.0131545
0.08,5.061548
0.08,5.1062016
0.08,5.149348
0.08,5.1910243
0.08,5.229648
0.08,5.2644167
0.08,5.2962084
0.08,5.3229814
0.08,5.344068
0.08,5.361624
0.08,5.375974
0.08,5.3882446
0.08,5.3978047
0.08,5.4062204
0.08,5.4128804
0.08,5.419349
0.08,5.425704
0.08,5.4283943
