control/mA,Ewe/V
-0.08,-5.4150786
-0.08,-5.428265
-0.08,-5.4396763
-0.08,-5.452729
-0.08,-5.4630527
-0.08,-5.4727087
-0.08,-5.4831853
-0.08,-5.4922876
-0.08,-5.500703
-0.08,-5.505913
0.08,-4.862598
0.08,-3.8615355
0.08,-2.8609903
0.08,-1.8609031
0.08,-0.8608633
0.08,0.008335506
0.08,0.503252
0.08,0.76825374
0.08,0.9356665
0.08,1.0469187
0.08,1.1269898
0.08,1.1925771
0.08,1.2620382
0.08,1.342949
0.08,1.4483811
0.08,1.5865972
0.08,1.7617766
0.08,1.9405054
0.08,2.0656881
0.08,2.1538503
0.08,2.2388613
0.08,2.3378053
0.08,2.464591
0.08,2.6285114
0.08,2.8095684
0.08,2.9835265
0.08,3.152981
0.08,3.323428
0.08,3.487024
0.08,3.6317475
0.08,3.7561476
0.08,3.8673809
0.08,3.9769728
0.08,4.090744
0.08,4.2092185
0.08,4.330966
0.08,4.4496036
0.08,4.5612183
0.08,4.660506
0.08,4.7465687
0.08,4.8194456
0.08,4.8856244
0.08,4.9442086
0.08,4.996686
0.08,5.043305
0.08,5.087386
0.08,5.128853
0.08,5.162286
0.08,5.1914444
0.08,5.214782
0.08,5.233846
0.08,5.2482915
0.08,5.259722
0.08,5.268023
0.08,5.274397
0.08,5.2800646
0.08,5.2845297
0.08,5.2884226
0.08,5.2923155
0.08,5.2953115
0.08,5.2989182
0.08,5.3019524
0.08,5.304891
0.08,5.307887
0.08,5.308765
