control/mA,Ewe/V
-0.01,-2.1727178
-0.01,-2.187698
-0.01,-2.2020733
-0.01,-2.2170913
-0.01,-2.2304873
-0.01,-2.243788
-0.01,-2.2572987
-0.01,-2.270752
-0.01,-2.2842624
-0.01,-2.297296
0.01,-0.99417925
0.01,0.046278052
0.01,1.0467088
0.01,1.1788758
0.01,1.2038932
0.01,1.2318685
0.01,1.2568287
0.01,1.2794989
0.01,1.3010434
0.01,1.3207749
0.01,1.3394378
0.01,1.3573755
0.01,1.3744355
0.01,1.390694
0.01,1.4066663
0.01,1.422066
0.01,1.4373131
0.01,1.4523884
0.01,1.4667959
0.01,1.481795
0.01,1.495878
0.01,1.510648
0.01,1.5252653
0.01,1.5401117
0.01,1.5547482
0.01,1.5693655
0.01,1.5845363
0.01,1.5990964
0.01,1.6143054
0.01,1.629228
0.01,1.6436164
0.01,1.6582719
0.01,1.6728702
0.01,1.6877738
0.01,1.7023339
0.01,1.7166078
0.01,1.7313969
0.01,1.7458998
0.01,1.7611088
0.01,1.7757833
0.01,1.7912594
0.01,1.8064684
0.01,1.8215437
0.01,1.8367908
0.01,1.8522669
0.01,1.867285
0.01,1.8826847
0.01,1.89797
0.01,1.9136178
0.01,1.9286932
0.01,1.9439212
0.01,1.958653
0.01,1.9726979
0.01,1.987239
0.01,2.0020473
0.01,2.0164738
0.01,2.030385
0.01,2.043953
0.01,2.0576732
0.01,2.071928
0.01,2.0852478
0.01,2.0987203
0.01,2.1116583
