control/mA,Ewe/V
-0.01,-2.0750716
-0.01,-2.0873418
-0.01,-2.098887
-0.01,-2.1119204
-0.01,-2.124057
-0.01,-2.1362507
-0.01,-2.1486547
-0.01,-2.160944
-0.01,-2.171344
-0.01,-2.1830797
0.01,-0.88701266
0.01,0.11869698
0.01,1.1187652
0.01,1.1690291
0.01,1.2062786
0.01,1.2351125
0.01,1.2595766
0.01,1.2804912
0.01,1.2994977
0.01,1.3169202
0.01,1.3329496
0.01,1.3473572
0.01,1.361841
0.01,1.3753324
0.01,1.3883277
0.01,1.4004261
0.01,1.4116087
0.01,1.4240315
0.01,1.4356338
0.01,1.4468354
0.01,1.4581324
0.01,1.469601
0.01,1.481127
0.01,1.4929583
0.01,1.5042362
0.01,1.5165255
0.01,1.5280896
0.01,1.5401498
0.01,1.551962
0.01,1.5642513
0.01,1.5764452
0.01,1.5883528
0.01,1.6004512
0.01,1.6123399
0.01,1.624629
0.01,1.6363459
0.01,1.648139
0.01,1.6598749
0.01,1.6718969
0.01,1.6839191
0.01,1.6957694
0.01,1.7076007
0.01,1.7193176
0.01,1.7312633
0.01,1.7431328
0.01,1.7549068
0.01,1.7670625
0.01,1.7783022
0.01,1.7901144
0.01,1.8022702
0.01,1.8145021
0.01,1.8252839
0.01,1.8370961
0.01,1.8487937
0.01,1.8601098
0.01,1.8712351
0.01,1.8830281
0.01,1.8939435
0.01,1.9051641
0.01,1.9163848
0.01,1.9281015
0.01,1.9388261
0.01,1.9463446
