control/mA,Ewe/V
-0.01,-0.5841196
-0.01,-0.58749723
-0.01,-0.59236336
-0.01,-0.5953212
-0.01,-0.59846985
-0.01,-0.60266805
-0.01,-0.60657996
-0.01,-0.6097477
-0.01,-0.6132971
-0.01,-0.6169037
0.01,-0.33226305
0.01,0.2105612
0.01,0.26065335
0.01,0.28933468
0.01,0.31049743
0.01,0.32732838
0.01,0.34221292
0.01,0.35545632
0.01,0.3671731
0.01,0.37883264
0.01,0.38873658
0.01,0.3978963
0.01,0.40690333
0.01,0.41529974
0.01,0.42377245
0.01,0.43155822
0.01,0.4390577
0.01,0.4459275
0.01,0.45270187
0.01,0.4593999
0.01,0.46611702
0.01,0.47279596
0.01,0.47888336
0.01,0.484799
0.01,0.49063832
0.01,0.4964967
0.01,0.5023551
0.01,0.50807995
0.01,0.51304144
0.01,0.5186518
0.01,0.52409035
0.01,0.52971977
0.01,0.5350056
0.01,0.5405015
0.01,0.54569197
0.01,0.5506153
0.01,0.5555768
0.01,0.560462
0.01,0.5658815
0.01,0.5708812
0.01,0.5758427
0.01,0.5807279
0.01,0.5854222
0.01,0.59068906
0.01,0.5954025
0.01,0.6003449
0.01,0.60547817
0.01,0.6101343
0.01,0.6149623
0.01,0.6200001
0.01,0.62457997
0.01,0.62956053
0.01,0.6341213
0.01,0.6388347
0.01,0.643739
0.01,0.6482616
0.01,0.6530514
0.01,0.65780294
0.01,0.6629935
0.01,0.6677641
0.01,0.67182875
