control/mA,Ewe/V
-0.01,-0.54887384
-0.01,-0.5527858
-0.01,-0.55574363
-0.01,-0.558606
-0.01,-0.56190735
-0.01,-0.56534225
-0.01,-0.56791836
-0.01,-0.5711243
-0.01,-0.5738722
-0.01,-0.5764293
0.01,-0.30629298
0.01,0.20514171
0.01,0.25282943
0.01,0.28284657
0.01,0.30397114
0.01,0.32171807
0.01,0.3365835
0.01,0.3499605
0.01,0.36184904
0.01,0.3730315
0.01,0.3831072
0.01,0.39287752
0.01,0.4014075
0.01,0.41009015
0.01,0.41804764
0.01,0.4256044
0.01,0.43281767
0.01,0.43966836
0.01,0.44690073
0.01,0.4528927
0.01,0.45915183
0.01,0.46531555
0.01,0.4710022
0.01,0.47682244
0.01,0.48266172
0.01,0.4883484
0.01,0.4935389
0.01,0.49901563
0.01,0.5040535
0.01,0.50926304
0.01,0.51414824
0.01,0.51891893
0.01,0.5236896
0.01,0.5283649
0.01,0.53357446
0.01,0.5379826
0.01,0.54284865
0.01,0.5472186
0.01,0.5515313
0.01,0.5559394
0.01,0.5604048
0.01,0.56456476
0.01,0.56903017
0.01,0.5731711
0.01,0.57742655
0.01,0.5811858
0.01,0.5856321
0.01,0.5898112
0.01,0.59362775
0.01,0.5977687
0.01,0.6021005
0.01,0.6059361
0.01,0.60998166
0.01,0.6136074
0.01,0.61784375
0.01,0.62156487
0.01,0.62536234
0.01,0.6294079
0.01,0.6329954
0.01,0.6367738
0.01,0.64036137
