control/mA,Ewe/V
-0.01,-1.9604418
-0.01,-1.9713762
-0.01,-1.982635
-0.01,-1.9937221
-0.01,-2.0046563
-0.01,-2.0153618
-0.01,-2.0259144
-0.01,-2.037116
-0.01,-2.0473254
-0.01,-2.058069
0.01,-0.7805674
0.01,0.23550232
0.01,1.0720698
0.01,1.1141663
0.01,1.1430002
0.01,1.1669109
0.01,1.1867188
0.01,1.204752
0.01,1.2210486
0.01,1.2362385
0.01,1.2498444
0.01,1.262878
0.01,1.2751672
0.01,1.2870367
0.01,1.2982191
0.01,1.30881
0.01,1.3194009
0.01,1.3295338
0.01,1.3399912
0.01,1.3506393
0.01,1.3608296
0.01,1.3710197
0.01,1.3806946
0.01,1.3911138
0.01,1.4012849
0.01,1.4117231
0.01,1.4217035
0.01,1.4321035
0.01,1.4426181
0.01,1.4528846
0.01,1.4630175
0.01,1.4735321
0.01,1.4839895
0.01,1.4945421
0.01,1.5047514
0.01,1.5151706
0.01,1.5253416
0.01,1.5356082
0.01,1.5461037
0.01,1.5566756
0.01,1.5664649
0.01,1.5764452
0.01,1.5864828
0.01,1.5970546
0.01,1.606386
0.01,1.6162136
0.01,1.625774
0.01,1.6353917
0.01,1.6452956
0.01,1.6545889
0.01,1.6642638
0.01,1.6734236
0.01,1.6828123
0.01,1.6918575
0.01,1.7011317
0.01,1.7105395
0.01,1.7200427
0.01,1.7289734
0.01,1.7383049
0.01,1.7472737
0.01,1.7566242
0.01,1.7656695
