control/mA,Ewe/V
-0.01,-0.65048933
-0.01,-0.6559088
-0.01,-0.66117567
-0.01,-0.6647632
-0.01,-0.6698583
-0.01,-0.67533505
-0.01,-0.6807354
-0.01,-0.68455195
-0.01,-0.68966615
-0.01,-0.69497114
0.01,-0.38588643
0.01,0.21724015
0.01,0.2682292
0.01,0.297712
0.01,0.31910372
0.01,0.3368125
0.01,0.35179242
0.01,0.3659518
0.01,0.37843192
0.01,0.3908166
0.01,0.40310588
0.01,0.41327697
0.01,0.4238297
0.01,0.43396264
0.01,0.44352308
0.01,0.45262554
0.01,0.46119368
0.01,0.4687886
0.01,0.4773949
0.01,0.48539057
0.01,0.49323356
0.01,0.50052315
0.01,0.50773644
0.01,0.5155604
0.01,0.5224683
0.01,0.5290137
0.01,0.53569263
0.01,0.5425242
0.01,0.54882157
0.01,0.55601573
0.01,0.56135887
0.01,0.56826687
0.01,0.5744878
0.01,0.58091867
0.01,0.5871969
0.01,0.59351325
0.01,0.6000587
0.01,0.6071765
0.01,0.6129395
0.01,0.61975205
0.01,0.6259539
0.01,0.6322703
0.01,0.638892
0.01,0.64532286
0.01,0.6522117
0.01,0.6588144
0.01,0.6652071
0.01,0.6721913
0.01,0.67881304
0.01,0.68522483
0.01,0.69215184
0.01,0.7000712
0.01,0.70629215
0.01,0.71358174
0.01,0.7205088
0.01,0.72806555
0.01,0.7349735
0.01,0.7428737
0.01,0.7496481
0.01,0.7579109
0.01,0.7645517
