control/mA,Ewe/V
-0.04,-2.5920477
-0.04,-2.6123517
-0.04,-2.631797
-0.04,-2.6506507
-0.04,-2.6699052
-0.04,-2.6882055
-0.04,-2.7056282
-0.04,-2.724062
-0.04,-2.741866
-0.04,-2.7443469
0.04,-2.1121747
0.04,-1.1121637
0.04,-0.11209554
0.04,0.36869973
0.04,0.57034683
0.04,0.6920946
0.04,0.7866495
0.04,0.8688197
0.04,0.9455704
0.04,1.0132569
0.04,1.0718789
0.04,1.1294706
0.04,1.19439
0.04,1.2661983
0.04,1.3472044
0.04,1.4357865
0.04,1.5345587
0.04,1.637739
0.04,1.7444304
0.04,1.8475916
0.04,1.9373949
0.04,2.0092413
0.04,2.0642188
0.04,2.1038344
0.04,2.132802
0.04,2.1645174
0.04,2.191367
0.04,2.2179658
0.04,2.247525
0.04,2.2779047
0.04,2.3101163
0.04,2.344217
0.04,2.387592
0.04,2.4332952
0.04,2.4803915
0.04,2.5346055
0.04,2.5925596
0.04,2.6548457
0.04,2.7176468
0.04,2.7917833
0.04,2.863954
0.04,2.935438
0.04,3.0066738
0.04,3.0789783
0.04,3.1471798
0.04,3.2179196
0.04,3.2901475
0.04,3.3623567
0.04,3.433955
0.04,3.4998095
0.04,3.5692706
0.04,3.6352777
0.04,3.6974492
0.04,3.7558043
0.04,3.8105717
0.04,3.8590798
0.04,3.9062905
0.04,3.9496465
0.04,3.9922009
0.04,4.031855
0.04,4.0693526
0.04,4.1062965
0.04,4.1113725
