control/mA,Ewe/V
-0.08,-5.6980567
-0.08,-5.7183795
-0.08,-5.7383976
-0.08,-5.756068
-0.08,-5.7734714
-0.08,-5.789959
-0.08,-5.805378
-0.08,-5.8210063
-0.08,-5.8362155
-0.08,-5.842761
0.08,-4.8666053
0.08,-3.8611348
0.08,-2.8606467
0.08,-1.8605978
0.08,-0.86055803
0.08,0.13947198
0.08,0.7644181
0.08,0.99566257
0.08,1.0822409
0.08,1.1560528
0.08,1.2352843
0.08,1.3274539
0.08,1.4326378
0.08,1.5659306
0.08,1.7375225
0.08,1.9412305
0.08,2.1202073
0.08,2.2468
0.08,2.348301
0.08,2.4448211
0.08,2.5479062
0.08,2.6639671
0.08,2.8008475
0.08,2.9632797
0.08,3.1427717
0.08,3.329935
0.08,3.5217354
0.08,3.7180586
0.08,3.8977606
0.08,4.0635896
0.08,4.2149816
0.08,4.360201
0.08,4.5074816
0.08,4.6583877
0.08,4.8065267
0.08,4.9439797
0.08,5.0609756
0.08,5.1580877
0.08,5.236346
0.08,5.3013225
0.08,5.3537045
0.08,5.3946753
0.08,5.427135
0.08,5.453717
0.08,5.4755096
0.08,5.4934855
0.08,5.5089426
0.08,5.521404
0.08,5.5330825
0.08,5.5435777
0.08,5.5534625
0.08,5.561878
0.08,5.570561
0.08,5.578022
0.08,5.5851016
0.08,5.5916853
0.08,5.597353
0.08,5.603116
0.08,5.6083636
0.08,5.6141458
0.08,5.619775
0.08,5.624431
0.08,5.6284194
0.08,5.633457
0.08,5.636549
