control/mA,Ewe/V
-0.01,-0.55103016
-0.01,-0.55440784
-0.01,-0.55713665
-0.01,-0.5604952
-0.01,-0.5640446
-0.01,-0.5673459
-0.01,-0.5706281
-0.01,-0.57368135
-0.01,-0.5765438
-0.01,-0.5795016
0.01,-0.308377
0.01,0.2078133
0.01,0.25626433
0.01,0.28570896
0.01,0.30746326
0.01,0.32515296
0.01,0.3401329
0.01,0.3530519
0.01,0.36513126
0.01,0.37604657
0.01,0.38658023
0.01,0.39621702
0.01,0.40524313
0.01,0.41375402
0.01,0.42190236
0.01,0.4294782
0.01,0.43646246
0.01,0.44331315
0.01,0.45060277
0.01,0.45720538
0.01,0.46331185
0.01,0.46960914
0.01,0.4754103
0.01,0.4812687
0.01,0.48693627
0.01,0.49271834
0.01,0.4980424
0.01,0.503481
0.01,0.50849974
0.01,0.51384294
0.01,0.51912886
0.01,0.5238995
0.01,0.52882284
0.01,0.5335363
0.01,0.5388031
0.01,0.5432876
0.01,0.54823
0.01,0.5529434
0.01,0.5576187
0.01,0.5620268
0.01,0.5663967
0.01,0.57135826
0.01,0.57580453
0.01,0.5801554
0.01,0.58458257
0.01,0.58883804
0.01,0.5930553
0.01,0.59757787
0.01,0.60183334
0.01,0.6061079
0.01,0.6103061
0.01,0.614447
0.01,0.61841625
0.01,0.6218702
0.01,0.6256677
0.01,0.6295224
0.01,0.633358
0.01,0.6371555
0.01,0.64123917
0.01,0.6443115
0.01,0.6481471
