control/mA,Ewe/V
-0.01,-0.603126
-0.01,-0.6073433
-0.01,-0.60913706
-0.01,-0.61461383
-0.01,-0.6189456
-0.01,-0.6234873
-0.01,-0.62736106
-0.01,-0.6319218
-0.01,-0.6352041
-0.01,-0.63900155
0.01,-0.3473321
0.01,0.21002689
0.01,0.26002362
0.01,0.29021248
0.01,0.3123866
0.01,0.328855
0.01,0.344083
0.01,0.35667762
0.01,0.36881423
0.01,0.37992036
0.01,0.39001513
0.01,0.39972824
0.01,0.40852538
0.01,0.4173034
0.01,0.42594787
0.01,0.4340771
0.01,0.4417102
0.01,0.44909522
0.01,0.4563276
0.01,0.46357903
0.01,0.47027704
0.01,0.4767652
0.01,0.48317698
0.01,0.48964602
0.01,0.49533266
0.01,0.50155365
0.01,0.5070686
0.01,0.51285064
0.01,0.5191097
0.01,0.52428114
0.01,0.530235
0.01,0.5360552
0.01,0.5419327
0.01,0.5474667
0.01,0.552848
0.01,0.5584965
0.01,0.5640686
0.01,0.56944996
0.01,0.5746023
0.01,0.58028895
0.01,0.58570844
0.01,0.59135693
0.01,0.5967192
0.01,0.60194784
0.01,0.60748184
0.01,0.6126151
0.01,0.6181109
0.01,0.6241029
0.01,0.62931246
0.01,0.6348274
0.01,0.63990337
0.01,0.64520836
0.01,0.65020806
0.01,0.65581834
0.01,0.6608562
0.01,0.6664856
0.01,0.6717906
0.01,0.6759125
0.01,0.68119836
0.01,0.6861599
0.01,0.69196105
