control/mA,Ewe/V
-0.08,-6.367083
-0.08,-6.430056
-0.08,-6.4946895
-0.08,-6.562433
-0.08,-6.630348
-0.08,-6.6951723
-0.08,-6.7560844
-0.08,-6.805394
-0.08,-6.859513
-0.08,-6.8908467
0.08,-5.7996845
0.08,-4.780355
0.08,-3.7746766
0.08,-2.77466
0.08,-1.7746012
0.08,-0.7745904
0.08,0.12781243
0.08,0.5234224
0.08,0.7557164
0.08,0.8759376
0.08,0.966237
0.08,1.0577577
0.08,1.1562628
0.08,1.2642518
0.08,1.3836524
0.08,1.5236624
0.08,1.7076007
0.08,1.930735
0.08,2.1432974
0.08,2.304926
0.08,2.4444587
0.08,2.5895445
0.08,2.7573009
0.08,2.9444451
0.08,3.1418748
0.08,3.3401635
0.08,3.5424592
0.08,3.7337255
0.08,3.9127595
0.08,4.08605
0.08,4.251849
0.08,4.4247007
0.08,4.586961
0.08,4.730959
0.08,4.8507986
0.08,4.949781
0.08,5.0356913
0.08,5.1132812
0.08,5.1832576
0.08,5.2493415
0.08,5.31157
0.08,5.3686657
0.08,5.4269633
0.08,5.4788876
0.08,5.527014
0.08,5.56995
0.08,5.608421
0.08,5.6424646
0.08,5.6717944
0.08,5.698148
0.08,5.7216578
0.08,5.743088
0.08,5.7619605
0.08,5.779536
0.08,5.7940955
0.08,5.8067856
0.08,5.817835
0.08,5.8284826
0.08,5.837032
0.08,5.844207
0.08,5.851783
0.08,5.856954
0.08,5.863137
0.08,5.8685756
0.08,5.8729835
0.08,5.8754454
