control/mA,Ewe/V
-0.01,-0.5146585
-0.01,-0.50547975
-0.01,-0.5023883
-0.01,-0.5030944
-0.01,-0.503705
-0.01,-0.5042966
-0.01,-0.50547975
-0.01,-0.50700635
-0.01,-0.5083803
-0.01,-0.5101168
0.01,-0.24978402
0.01,0.20975973
0.01,0.24752444
0.01,0.27254188
0.01,0.29166278
0.01,0.307635
0.01,0.32133642
0.01,0.33299595
0.01,0.34362504
0.01,0.35322365
0.01,0.36154372
0.01,0.3692722
0.01,0.37648547
0.01,0.38320258
0.01,0.3895953
0.01,0.3954537
0.01,0.401064
0.01,0.40629268
0.01,0.41150227
0.01,0.41648287
0.01,0.42104363
0.01,0.42541358
0.01,0.42955452
0.01,0.43361914
0.01,0.43745476
0.01,0.44104233
0.01,0.44468713
0.01,0.44810292
0.01,0.45140424
0.01,0.4545147
0.01,0.45752978
0.01,0.46065935
0.01,0.4639225
0.01,0.46672767
0.01,0.46943742
0.01,0.4722235
0.01,0.4747615
0.01,0.47752848
0.01,0.4802573
0.01,0.4823564
0.01,0.48510432
0.01,0.48773775
0.01,0.49014217
0.01,0.49327174
0.01,0.49523726
0.01,0.49710736
0.01,0.49907288
0.01,0.5013056
0.01,0.5032902
0.01,0.5052748
0.01,0.5075456
0.01,0.5092249
0.01,0.5109805
0.01,0.51269794
0.01,0.51447266
0.01,0.5163237
0.01,0.5179648
0.01,0.5194532
0.01,0.5211707
0.01,0.52305984
0.01,0.52451015
