control/mA,Ewe/V
-0.08,-6.520413
-0.08,-6.5883474
-0.08,-6.656816
-0.08,-6.7251325
-0.08,-6.7959867
-0.08,-6.864455
-0.08,-6.923173
-0.08,-6.9825583
-0.08,-7.041524
-0.08,-7.080319
0.08,-5.9656043
0.08,-4.965152
0.08,-3.964855
0.08,-2.9614227
0.08,-1.9612973
0.08,-0.9612766
0.08,-0.0069497535
0.08,0.40575838
0.08,0.69388837
0.08,0.831971
0.08,0.9181485
0.08,1.0074557
0.08,1.1046822
0.08,1.2057061
0.08,1.3237709
0.08,1.4543349
0.08,1.6132367
0.08,1.8253793
0.08,2.0609746
0.08,2.2468953
0.08,2.3915231
0.08,2.5383646
0.08,2.7052622
0.08,2.8865862
0.08,3.0798178
0.08,3.2750533
0.08,3.4739141
0.08,3.6673176
0.08,3.8433747
0.08,4.017562
0.08,4.191463
0.08,4.368101
0.08,4.5446353
0.08,4.7022395
0.08,4.829254
0.08,4.9338274
0.08,5.0212264
0.08,5.096565
0.08,5.1642895
0.08,5.226499
0.08,5.284129
0.08,5.337122
0.08,5.3880725
0.08,5.435627
0.08,5.4797077
0.08,5.518446
0.08,5.554035
0.08,5.5872965
0.08,5.6152525
0.08,5.637923
0.08,5.6565094
0.08,5.672863
0.08,5.6803246
0.08,5.694522
0.08,5.7058573
0.08,5.7158184
0.08,5.723337
0.08,5.7300158
0.08,5.735359
0.08,5.740359
0.08,5.74387
0.08,5.7468853
0.08,5.748793
0.08,5.7503963
0.08,5.7510643
0.08,5.75177
