control/mA,Ewe/V
-0.01,-0.5580335
-0.01,-0.56110585
-0.01,-0.56517047
-0.01,-0.56803286
-0.01,-0.57162046
-0.01,-0.57471186
-0.01,-0.5779368
-0.01,-0.58142895
-0.01,-0.58429134
-0.01,-0.5875736
0.01,-0.31174347
0.01,0.21153443
0.01,0.26069152
0.01,0.29000258
0.01,0.31219578
0.01,0.3295229
0.01,0.34402576
0.01,0.35688752
0.01,0.36868066
0.01,0.3794242
0.01,0.3898243
0.01,0.3989649
0.01,0.40755215
0.01,0.41602486
0.01,0.42381063
0.01,0.43127197
0.01,0.43835166
0.01,0.4454886
0.01,0.45239654
0.01,0.45909458
0.01,0.4653537
0.01,0.4715174
0.01,0.47768116
0.01,0.48344412
0.01,0.48874912
0.01,0.4944358
0.01,0.49987435
0.01,0.50529385
0.01,0.5105416
0.01,0.51582754
0.01,0.5209799
0.01,0.52565515
0.01,0.53069293
0.01,0.5358453
0.01,0.5405015
0.01,0.5452531
0.01,0.5499665
0.01,0.5544509
0.01,0.5591262
0.01,0.56385875
0.01,0.56828594
0.01,0.57246506
0.01,0.5773502
0.01,0.5818347
0.01,0.58616644
0.01,0.5907272
0.01,0.59511626
0.01,0.5994098
0.01,0.60356987
0.01,0.6078444
0.01,0.61225253
0.01,0.6167179
0.01,0.6207252
0.01,0.62477076
0.01,0.62900716
0.01,0.63339615
0.01,0.63727
0.01,0.64101017
0.01,0.64515114
0.01,0.6489295
0.01,0.6530132
