control/mA,Ewe/V
-0.02,-1.8508307
-0.02,-1.8950071
-0.02,-1.9380196
-0.02,-1.9804977
-0.02,-2.0203042
-0.02,-2.0611222
-0.02,-2.097761
-0.02,-2.1348197
-0.02,-2.170867
-0.02,-2.1856751
0.02,-1.4793547
0.02,-0.47915167
0.02,0.40711325
0.02,0.48245183
0.02,0.51599926
0.02,0.54231435
0.02,0.5669692
0.02,0.5902692
0.02,0.61395085
0.02,0.6384149
0.02,0.66446286
0.02,0.69005275
0.02,0.7187341
0.02,0.747091
0.02,0.77436024
0.02,0.7994731
0.02,0.8226777
0.02,0.84500444
0.02,0.8666252
0.02,0.88876116
0.02,0.91154593
0.02,0.9342734
0.02,0.9595008
0.02,0.9866364
0.02,1.0158902
0.02,1.046995
0.02,1.0793594
0.02,1.1140327
0.02,1.151244
0.02,1.1917566
0.02,1.2355515
0.02,1.2806249
0.02,1.3299346
0.02,1.3820686
0.02,1.4353666
0.02,1.4915271
0.02,1.5531833
0.02,1.6170151
0.02,1.6855221
0.02,1.7553457
0.02,1.825074
0.02,1.8961571
0.02,1.9696637
0.02,2.0413575
0.02,2.1089869
0.02,2.1752229
0.02,2.2341099
0.02,2.2896597
0.02,2.3432438
0.02,2.394672
0.02,2.4450884
0.02,2.491593
0.02,2.5413797
0.02,2.5859761
0.02,2.6320992
0.02,2.6772869
0.02,2.714403
0.02,2.7618616
0.02,2.805103
0.02,2.850081
0.02,2.8914523
0.02,2.9304383
