control/mA,Ewe/V
-0.04,-2.5559242
-0.04,-2.5751977
-0.04,-2.5947194
-0.04,-2.6142027
-0.04,-2.6328657
-0.04,-2.6512613
-0.04,-2.6699243
-0.04,-2.687805
-0.04,-2.70101
-0.04,-2.7029946
0.04,-2.0704143
0.04,-1.0703534
0.04,-0.07030439
0.04,0.37948146
0.04,0.571072
0.04,0.68946123
0.04,0.7808484
0.04,0.85954547
0.04,0.9343879
0.04,1.0002234
0.04,1.058292
0.04,1.1142044
0.04,1.175708
0.04,1.2430892
0.04,1.3192865
0.04,1.4034413
0.04,1.4938934
0.04,1.5930853
0.04,1.6944909
0.04,1.7993124
0.04,1.8957754
0.04,1.9773731
0.04,2.0388005
0.04,2.08687
0.04,2.1226308
0.04,2.1535068
0.04,2.18236
0.04,2.2109435
0.04,2.2398727
0.04,2.2711112
0.04,2.3048685
0.04,2.3420417
0.04,2.3831267
0.04,2.4259675
0.04,2.474495
0.04,2.5267625
0.04,2.5821404
0.04,2.6440258
0.04,2.7099566
0.04,2.7796466
0.04,2.8488789
0.04,2.913302
0.04,2.9852247
0.04,3.0534074
0.04,3.1210747
0.04,3.186891
0.04,3.252364
0.04,3.3165963
0.04,3.3812103
0.04,3.4437635
0.04,3.5036452
0.04,3.5613132
0.04,3.6141722
0.04,3.6669168
0.04,3.716055
0.04,3.7628648
0.04,3.8018699
0.04,3.841562
0.04,3.8827996
0.04,3.9216902
0.04,3.9586916
0.04,3.99617
0.04,3.9995477
