control/mA,Ewe/V
-0.02,-2.27329
-0.02,-2.3075435
-0.02,-2.3410528
-0.02,-2.3707073
-0.02,-2.39998
-0.02,-2.4271922
-0.02,-2.4549384
-0.02,-2.479078
-0.02,-2.5051641
-0.02,-2.514591
0.02,-1.7788923
0.02,-0.7788458
0.02,0.22119027
0.02,0.38877475
0.02,0.46501023
0.02,0.516629
0.02,0.5503291
0.02,0.5771212
0.02,0.60292107
0.02,0.6292934
0.02,0.6566008
0.02,0.6851485
0.02,0.71556634
0.02,0.7461941
0.02,0.77655476
0.02,0.8060757
0.02,0.83286786
0.02,0.85670215
0.02,0.8811281
0.02,0.90620273
0.02,0.93116295
0.02,0.9558369
0.02,0.98304886
0.02,1.0129324
0.02,1.0445143
0.02,1.078806
0.02,1.1134793
0.02,1.1518546
0.02,1.1929779
0.02,1.2363911
0.02,1.2830675
0.02,1.3315567
0.02,1.3843013
0.02,1.44029
0.02,1.5006677
0.02,1.5643849
0.02,1.6311554
0.02,1.7009981
0.02,1.7740849
0.02,1.8496335
0.02,1.9268612
0.02,2.000425
0.02,2.073283
0.02,2.1436028
0.02,2.2063253
0.02,2.2659016
0.02,2.3174822
0.02,2.368624
0.02,2.419823
0.02,2.4668236
0.02,2.514397
0.02,2.559909
0.02,2.605784
0.02,2.6492927
0.02,2.6915607
0.02,2.735642
0.02,2.777624
0.02,2.8193388
0.02,2.8635533
0.02,2.9062605
0.02,2.9482806
0.02,2.986866
