control/mA,Ewe/V
-0.01,-2.1475096
-0.01,-2.1608675
-0.01,-2.174359
-0.01,-2.1882513
-0.01,-2.2025695
-0.01,-2.2153358
-0.01,-2.228598
-0.01,-2.240964
-0.01,-2.253444
-0.01,-2.2661912
0.01,-0.9642816
0.01,0.05734603
0.01,1.0575478
0.01,1.1748685
0.01,1.2043321
0.01,1.2331661
0.01,1.2590232
0.01,1.2816935
0.01,1.3030852
0.01,1.3226641
0.01,1.3408881
0.01,1.3584061
0.01,1.37434
0.01,1.3904078
0.01,1.405674
0.01,1.4206157
0.01,1.4348896
0.01,1.4491444
0.01,1.462884
0.01,1.4765662
0.01,1.4908401
0.01,1.5045224
0.01,1.5184337
0.01,1.5324023
0.01,1.5462182
0.01,1.5605493
0.01,1.5744797
0.01,1.5886964
0.01,1.6027603
0.01,1.6170533
0.01,1.6311554
0.01,1.6457345
0.01,1.6596841
0.01,1.6734618
0.01,1.6876783
0.01,1.7020859
0.01,1.7161307
0.01,1.729813
0.01,1.7439152
0.01,1.7589524
0.01,1.7729973
0.01,1.7872138
0.01,1.8015641
0.01,1.816296
0.01,1.8309515
0.01,1.8452253
0.01,1.8593656
0.01,1.8739449
0.01,1.8881042
0.01,1.9022063
0.01,1.9157169
0.01,1.9300289
0.01,1.9439403
0.01,1.9577752
0.01,1.9718583
0.01,1.9858841
0.01,1.9956735
0.01,2.0077147
0.01,2.0200803
0.01,2.0325031
0.01,2.0450406
0.01,2.057616
0.01,2.0697718
