control/mA,Ewe/V
-0.08,-5.4247346
-0.08,-5.4413176
-0.08,-5.4565268
-0.08,-5.471297
-0.08,-5.4865627
-0.08,-5.5003214
-0.08,-5.5123053
-0.08,-5.52427
-0.08,-5.5361013
-0.08,-5.539632
0.08,-4.8375096
0.08,-3.833503
0.08,-2.833015
0.08,-1.8330042
0.08,-0.83300257
0.08,0.057454433
0.08,0.51659083
0.08,0.7863251
0.08,0.92988443
0.08,1.0201839
0.08,1.0857903
0.08,1.1467214
0.08,1.2134918
0.08,1.2907578
0.08,1.3851981
0.08,1.5139302
0.08,1.6757135
0.08,1.8582016
0.08,2.0144892
0.08,2.1248064
0.08,2.2178705
0.08,2.3164709
0.08,2.4341922
0.08,2.579755
0.08,2.7594762
0.08,2.9311063
0.08,3.103404
0.08,3.2776103
0.08,3.4455192
0.08,3.5952804
0.08,3.7277527
0.08,3.8502064
0.08,3.9685764
0.08,4.084161
0.08,4.2025013
0.08,4.321444
0.08,4.437658
0.08,4.542174
0.08,4.63919
0.08,4.722639
0.08,4.7953444
0.08,4.861504
0.08,4.9192677
0.08,4.9728136
0.08,5.0215316
0.08,5.065403
0.08,5.1095223
0.08,5.1495385
0.08,5.186273
0.08,5.215584
0.08,5.2408113
0.08,5.2614017
0.08,5.27745
0.08,5.290713
0.08,5.301475
0.08,5.3134975
0.08,5.3213596
0.08,5.3278093
0.08,5.3336487
0.08,5.3383813
0.08,5.343362
0.08,5.349144
0.08,5.3527503
0.08,5.3559756
0.08,5.357483
