control/mA,Ewe/V
-0.08,-5.226389
-0.08,-5.2620735
-0.08,-5.2962127
-0.08,-5.3277564
-0.08,-5.3555217
-0.08,-5.378421
-0.08,-5.397847
-0.08,-5.413533
-0.08,-5.4280744
-0.08,-5.437253
0.08,-4.673834
0.08,-3.67338
0.08,-2.6732545
0.08,-1.6731957
0.08,-0.67307025
0.08,0.32698488
0.08,0.862198
0.08,1.004994
0.08,1.0796838
0.08,1.1615105
0.08,1.2575157
0.08,1.367184
0.08,1.4959161
0.08,1.6595886
0.08,1.8506067
0.08,2.0076957
0.08,2.1017735
0.08,2.1726658
0.08,2.2337854
0.08,2.293877
0.08,2.3657615
0.08,2.4469967
0.08,2.543765
0.08,2.6581852
0.08,2.7850852
0.08,2.929637
0.08,3.0790164
0.08,3.2338154
0.08,3.3927174
0.08,3.5484324
0.08,3.701571
0.08,3.8435466
0.08,3.9803505
0.08,4.118586
0.08,4.259616
0.08,4.4068007
0.08,4.548261
0.08,4.6770697
0.08,4.7866616
0.08,4.877629
0.08,4.9540935
0.08,5.018326
0.08,5.0742764
0.08,5.12517
0.08,5.171102
0.08,5.2140765
0.08,5.2546844
0.08,5.292506
0.08,5.324928
0.08,5.349678
0.08,5.3688374
0.08,5.383722
0.08,5.3965645
0.08,5.4076705
0.08,5.4173837
0.08,5.4262953
0.08,5.434005
0.08,5.440359
0.08,5.4459124
0.08,5.4507594
0.08,5.4526677
0.08,5.458488
0.08,5.4639263
0.08,5.468411
0.08,5.4703574
