control/mA,Ewe/V
-0.01,-2.1085045
-0.01,-2.1214044
-0.01,-2.1346097
-0.01,-2.1475286
-0.01,-2.159093
-0.01,-2.1726797
-0.01,-2.1848736
-0.01,-2.196762
-0.01,-2.2087522
-0.01,-2.2206025
0.01,-0.91851336
0.01,0.11470869
0.01,1.1147579
0.01,1.1728456
0.01,1.2094845
0.01,1.2392344
0.01,1.2647289
0.01,1.287132
0.01,1.3075887
0.01,1.3256983
0.01,1.3430444
0.01,1.3587877
0.01,1.37434
0.01,1.388633
0.01,1.4026397
0.01,1.4152534
0.01,1.4284396
0.01,1.4408433
0.01,1.4540105
0.01,1.4663188
0.01,1.4787226
0.01,1.4910691
0.01,1.5036827
0.01,1.5160866
0.01,1.529082
0.01,1.5416001
0.01,1.5544429
0.01,1.5674
0.01,1.5803953
0.01,1.593009
0.01,1.6062143
0.01,1.6190188
0.01,1.6314034
0.01,1.6440362
0.01,1.6570697
0.01,1.669588
0.01,1.6822398
0.01,1.6955023
0.01,1.7079824
0.01,1.7208823
0.01,1.7334769
0.01,1.7459189
0.01,1.7593913
0.01,1.771795
0.01,1.7843515
0.01,1.797404
0.01,1.8095978
0.01,1.8223261
0.01,1.8351306
0.01,1.8475343
0.01,1.8600717
0.01,1.8723228
0.01,1.8852227
0.01,1.8966533
0.01,1.909267
0.01,1.9209646
0.01,1.9320517
0.01,1.9444555
0.01,1.9560959
0.01,1.967412
0.01,1.979396
0.01,1.9908265
0.01,2.0013602
